gold_label	sentence1	sentence2
Support	Six small children in coats are gathered around a food cart selling chestnuts for 2.00 Euros.	They have an adult supervising them while they do their work and talk to potential clients
Neutral	Six small children in coats are gathered around a food cart selling chestnuts for 2.00 Euros.	Learning how to manage a business since a young age is very important
Invalidate	A basketball player in black jumps, while another in white attempts to block.	The basketball team in black won the match today.
Support	A basketball player in black jumps, while another in white attempts to block.	Both the teams are on same points.
Neutral	A basketball player in black jumps, while another in white attempts to block.	I love to watch Cricket.
Invalidate	A man attempts to blow bubbles.	He makes a lot of bubbles in front of the children at zoo.
Support	A man attempts to blow bubbles.	The man goes to the faucet to fill in your bubble container.
Neutral	A man attempts to blow bubbles.	The seller count the number of pieces he will need to carry tomorrow to the zoo.
Invalidate	A shop keeper minds her open air stall in a market.	The arrival of a cyclone evacuates the area and closes trade
Support	A shop keeper minds her open air stall in a market.	It must be a pleasure to work outdoors tents
Neutral	A shop keeper minds her open air stall in a market.	A lot of people are giving preference to small businesses
Invalidate	Two children are looking at something exciting that an adult is showing them.	A man is preparing a coffee for himself
Support	Two children are looking at something exciting that an adult is showing them.	The kids should be in bed already but it is Christmas
Neutral	Two children are looking at something exciting that an adult is showing them.	It is getting dark early in winter.
Invalidate	Two men, one wearing an orange shirt and the other wearing a blue shirt, run on a track.	A strong hail storm falls and people protect themselves
Support	Two men, one wearing an orange shirt and the other wearing a blue shirt, run on a track.	It must be painful to hit the feet of those who run
Neutral	Two men, one wearing an orange shirt and the other wearing a blue shirt, run on a track.	Nowadays many people like to practice racing
Invalidate	A person surfs in the ocean.	It's dinner time for the surfers.
Support	A person surfs in the ocean.	The weather is perfect for him for outdoor sports.
Neutral	A person surfs in the ocean.	Surfing is a great way to exercise.
Invalidate	A young man sits in the entrance to a very small building.	A passenger sees nobody in or outside the small building
Support	A young man sits in the entrance to a very small building.	The man seems to be interested in entering
Neutral	A young man sits in the entrance to a very small building.	The building is a pet shop
Invalidate	Five young women sitting on a green bench wearing headbands with feathers in them.	The bus arrives and the women get inside.
Support	Five young women sitting on a green bench wearing headbands with feathers in them.	The women chat quietly amongst themselves while waiting.
Neutral	Five young women sitting on a green bench wearing headbands with feathers in them.	It is a cold night to be waiting outside.
Invalidate	Women prepare fried food at an outdoor market.	They clean up the mess left from breakfast eaters.
Support	Women prepare fried food at an outdoor market.	Hungry men order donuts before work.
Neutral	Women prepare fried food at an outdoor market.	Always eat healthy and nutritious meals.
Invalidate	A young Asian girl and her doll on a shaded grassy lawn.	The girl runs along the pavement at the park.
Support	A young Asian girl and her doll on a shaded grassy lawn.	The girl is playing with her dollhouse outside.
Neutral	A young Asian girl and her doll on a shaded grassy lawn.	Many girls like to carry their favorite toys everywhere they go.
Invalidate	A race dog's feet dig in the mud as he makes his way around a curve.	the dog stopped because he got hurt at a leg
Support	A race dog's feet dig in the mud as he makes his way around a curve.	He has been training for this race and it really shows.
Neutral	A race dog's feet dig in the mud as he makes his way around a curve.	many people was there to have a bet on the race
Invalidate	A man is pushing a basket that is full of orange shopping bags.	He starts cooking with his fresh vegetables.
Support	A man is pushing a basket that is full of orange shopping bags.	the man has to bring home many oranges for the weekend's party
Neutral	A man is pushing a basket that is full of orange shopping bags.	many people cued because of the discounts on fruits that day
Invalidate	A group of four men sits at a table on a platform before an audience in a darkened room.	They lock the room after cleaning as show is over now.
Support	A group of four men sits at a table on a platform before an audience in a darkened room.	A show is in process and a lot of audience are inside.
Neutral	A group of four men sits at a table on a platform before an audience in a darkened room.	Action movies are favorite of every age group now a days.
Invalidate	There are many people shopping at clothing store that sells Carhartt.	The people all eat in the food court.
Support	There are many people shopping at clothing store that sells Carhartt.	The people try to buy new clothes.
Neutral	There are many people shopping at clothing store that sells Carhartt.	Most people like to shop for clothes.
Invalidate	The woman with a henna tattoo holds a piece of paper in her left hand.	the ashes of the paper glistens in the fire place
Support	The woman with a henna tattoo holds a piece of paper in her left hand.	she reads her lover's note and smiles
Neutral	The woman with a henna tattoo holds a piece of paper in her left hand.	the paitings are very typical in her region
Invalidate	young men walking under the deck at the beach	They enter into a restaurant.
Support	young men walking under the deck at the beach	men are resting  looking at it's waves.
Neutral	young men walking under the deck at the beach	People usually go to beach for a walk.
Invalidate	Two men studying a computer screen.	A fight between two men over computer ended up at the police station
Support	Two men studying a computer screen.	it's hard to see my old computer in that state
Neutral	Two men studying a computer screen.	Many young people study in pairs with a computer
Invalidate	A woman signs paperwork at an event.	The woman gets a hand massage.
Support	A woman signs paperwork at an event.	She enjoys using black ink in her pens while writing.
Neutral	A woman signs paperwork at an event.	Employees often have to sign things at work events.
Invalidate	A man in the foreground exercising on a weight machine and a woman in the background on a treadmill.	All of the gyms have been closed due to coronavirus outbreaks.
Support	A man in the foreground exercising on a weight machine and a woman in the background on a treadmill.	They both support one another to finish their workouts and get healthy.
Neutral	A man in the foreground exercising on a weight machine and a woman in the background on a treadmill.	Working out can be fun if you let it.
Invalidate	Little blond boy is falling onto a bed.	As his head hit the pillow he seemed to fall immediately to sleep.
Support	Little blond boy is falling onto a bed.	The boy is falling onto a bed.
Neutral	Little blond boy is falling onto a bed.	A good night's sleep is important to healthy developement.
Invalidate	A small boy is brushing a baby's hair who has a blank facial expression.	the baby started crying because he wanted his mother to do the work
Support	A small boy is brushing a baby's hair who has a blank facial expression.	The boy is learning how to brush hair.
Neutral	A small boy is brushing a baby's hair who has a blank facial expression.	The boy is happy to have a baby sister.
Invalidate	People playing in water beside a dock	People are gossiping near a dock.
Support	People playing in water beside a dock	They are throwing water at each other while having bath
Neutral	People playing in water beside a dock	Peole like to have bath in the water.
Invalidate	A male performer is playing a cello.	The man gets dressed to go to an outing.
Support	A male performer is playing a cello.	The instrumentalists are on stage during the concert.
Neutral	A male performer is playing a cello.	Instrumentalists are designated parts to play to ensure the music is in harmony with each other.
Invalidate	A man in a hard hat is operating a digger.	The digger is currently unmanned.
Support	A man in a hard hat is operating a digger.	The man is using the digger to clear debris.
Neutral	A man in a hard hat is operating a digger.	The man's hard hat is a vital part of safety protocols.
Invalidate	Young boy in a bathtub spits out water.	The boy is watching cartoons while holding a bear.
Support	Young boy in a bathtub spits out water.	He enjoys pretending to be a deep sea diver when he takes a bath.
Neutral	Young boy in a bathtub spits out water.	Children tend to have messy baths that take a while to clean up.
Invalidate	A group of young boys are playing baseball in a foreign country	Boys are way back to their hostels after playing the game.
Support	A group of young boys are playing baseball in a foreign country	Boys are trying their best at the game.
Neutral	A group of young boys are playing baseball in a foreign country	Boys like playing baseball in foreign ground.
Invalidate	Three workers hold buckets and crouch on beams with a view of a town below them.	All construction work has been cancelled today.
Support	Three workers hold buckets and crouch on beams with a view of a town below them.	The balanced carefully while watching the people below.
Neutral	Three workers hold buckets and crouch on beams with a view of a town below them.	You should always wear a safety harness when you are above one story high.
Invalidate	Two performers put on a show for an audience that watches from behind them.	The performers get food at a restaurant.
Support	Two performers put on a show for an audience that watches from behind them.	The performers try to be entertaining.
Neutral	Two performers put on a show for an audience that watches from behind them.	Most people like to watch performers.
Invalidate	A man wearing a gray sweater and striped hat stands in front of a mosaic monument.	The hat is blown by the wind .
Support	A man wearing a gray sweater and striped hat stands in front of a mosaic monument.	He is present in mosaic monument
Neutral	A man wearing a gray sweater and striped hat stands in front of a mosaic monument.	Man having sweater and hat.
Invalidate	A girl wearing pink flip-flops and tights is swinging a tennis racket at a tennis ball.	She hits the ball and walks off the court.
Support	A girl wearing pink flip-flops and tights is swinging a tennis racket at a tennis ball.	The player has perfect form during her serve.
Neutral	A girl wearing pink flip-flops and tights is swinging a tennis racket at a tennis ball.	Tennis is an excellent form of exercise.
Invalidate	Two males play table tennis inside a building.	one of them fainted and they called 911 immediately.
Support	Two males play table tennis inside a building.	The older one is trying to teach the younger one how to play table tennis.
Neutral	Two males play table tennis inside a building.	Did you know that table tennis is one of the most popular sports in china?
Invalidate	Two women standing outdoors on a winter day in the countryside.	After sundown
Support	Two women standing outdoors on a winter day in the countryside.	The womens' Ugg boots will leave giant footprints where they are standing
Neutral	Two women standing outdoors on a winter day in the countryside.	Neither woman would ever return to the countryside ever again
Invalidate	A man in a black shirt is at a skateboard park holding his skateboard.	A man teaches his students how to do skating on the skating board.
Support	A man in a black shirt is at a skateboard park holding his skateboard.	He  looks for his students to come.
Neutral	A man in a black shirt is at a skateboard park holding his skateboard.	Skateboarding has been shaped and influenced by many skateboarders throughout the years.
Invalidate	a transportation vehicle is carrying a crowd of people who are sitting and standing.	the traffic slowed down and all the people were late for work
Support	a transportation vehicle is carrying a crowd of people who are sitting and standing.	the bus will be stopping near a factory where many people have to work
Neutral	a transportation vehicle is carrying a crowd of people who are sitting and standing.	the transoprtation veichle was the newest one of the fleet
Invalidate	A woman figure skater in a blue costume holds her leg in the air by the blade of her skate.	The woman gets food at the snack bar.
Support	A woman figure skater in a blue costume holds her leg in the air by the blade of her skate.	The woman tries to keep her leg up for a long time.
Neutral	A woman figure skater in a blue costume holds her leg in the air by the blade of her skate.	Most women like to ice skate at times.
Invalidate	A man in a blue shirt and a dark cap is playing a black guitar on a street corner.	He packs everything and moved to a restaurant
Support	A man in a blue shirt and a dark cap is playing a black guitar on a street corner.	People are admiring his guitar skills.
Neutral	A man in a blue shirt and a dark cap is playing a black guitar on a street corner.	Playing guitars in public is a new trend in the city
Invalidate	A man sitting on a chair with a beer in his hands roasting something to eat on a wooden stick.	the beer fell over and the bottle broke
Support	A man sitting on a chair with a beer in his hands roasting something to eat on a wooden stick.	the man enjoys some time outside in summer nights
Neutral	A man sitting on a chair with a beer in his hands roasting something to eat on a wooden stick.	the heat of the day was vanishing and a cool breeze started blowing
Invalidate	A man is getting his haircut by another man with a razor.	The man hates his haircut and fixes it at home.
Support	A man is getting his haircut by another man with a razor.	The man asks that his hair gets cut super safely.
Neutral	A man is getting his haircut by another man with a razor.	Most people get haircuts on a patterned basis.
Invalidate	Two children decorate cupcakes.	Their siblings approved the delicious cupcakes they made
Support	Two children decorate cupcakes.	They are looking for the colored sprinkles
Neutral	Two children decorate cupcakes.	They are preparing cupcakes for their parents
Invalidate	Girl playing basketball in a high school gym.	girl reached home after a very busy day at school
Support	Girl playing basketball in a high school gym.	She play basketball after lunch at school
Neutral	Girl playing basketball in a high school gym.	she always play basketball whether at school or not.
Invalidate	Four boys playing in water.	The kids come outside to play.
Support	Four boys playing in water.	By noon the boys will meet to play at the lake.
Neutral	Four boys playing in water.	The boys swim in the lake
Invalidate	A boy in blue and white shorts is sweeping with a broom and dustpan.	The boy put the broom at its place and goes outside.
Support	A boy in blue and white shorts is sweeping with a broom and dustpan.	While sweeping
Neutral	A boy in blue and white shorts is sweeping with a broom and dustpan.	It is very rare to see a boy sweeping with a broom.
Invalidate	a football player catching the football.	The player gets some water on the sideline.
Support	a football player catching the football.	The player squeezes the ball tight.
Neutral	a football player catching the football.	Most people love to watch football.
Invalidate	The two old man is talking to each other.	Two men are working in a workshop.
Support	The two old man is talking to each other.	Men are discussing something each other.
Neutral	The two old man is talking to each other.	Men like talk as they are social animal.
Invalidate	Two people standing on top of a rock in the middle of snow and cloud.	It is getting warm out now.
Support	Two people standing on top of a rock in the middle of snow and cloud.	It is quite cold and breezy up here.
Neutral	Two people standing on top of a rock in the middle of snow and cloud.	The site is so beautiful from this point of view.
Invalidate	Two men are using a jackhammer near a drain on a sidewalk.	The two men put away their equipment and go for a lunch break.
Support	Two men are using a jackhammer near a drain on a sidewalk.	The jackhammer tears up the sidewalk.
Neutral	Two men are using a jackhammer near a drain on a sidewalk.	A jackhammer takes special skills to operate.
Invalidate	A little girl with brown hair, a red tank top, and white face paint looks menacingly at her own reflection in the mirror.	She tumbles
Support	A little girl with brown hair, a red tank top, and white face paint looks menacingly at her own reflection in the mirror.	She adjusts her hair scrunchie and gives her reflection an approving nod.
Neutral	A little girl with brown hair, a red tank top, and white face paint looks menacingly at her own reflection in the mirror.	Judges check facial expressions as well as physical talent at dance meets.
Invalidate	A woman is walking her bike through a scenic garden entrance way.	She is riding her bike.
Support	A woman is walking her bike through a scenic garden entrance way.	She is pushing her bike.
Neutral	A woman is walking her bike through a scenic garden entrance way.	people walk  their bikes from the parking to the entrance.
Invalidate	A black and white spotted dog runs along the seaweed and sand.	The dog rests in his dog house.
Support	A black and white spotted dog runs along the seaweed and sand.	The dog sprints as fast as he can.
Neutral	A black and white spotted dog runs along the seaweed and sand.	Most dogs enjoy running on the beach.
Invalidate	This girl is wearing white boots, and performing a floor dance.	She is giving an emotional speech to her audience after her performance.
Support	This girl is wearing white boots, and performing a floor dance.	She is obessed in her dancing.
Neutral	This girl is wearing white boots, and performing a floor dance.	Girls are very successful in dance compared to boys.
Invalidate	A young child is dragging his wheel cart.	the boy slipped and the cart rolled over
Support	A young child is dragging his wheel cart.	the boy has many toys in his cart
Neutral	A young child is dragging his wheel cart.	the boy had to carry the food from the farm to the house
Invalidate	A shirtless man climbs a rock wall.	the man slipped and fell on a tree
Support	A shirtless man climbs a rock wall.	The man scales the wall as fast as he can.
Neutral	A shirtless man climbs a rock wall.	it was a sunny day to have a good training session on the mountains
Invalidate	A black and white dog jumps after a yellow toy.	He barks and wags his tail.
Support	A black and white dog jumps after a yellow toy.	It seems that he is trying to catch the toy.
Neutral	A black and white dog jumps after a yellow toy.	It is easy to see why dogs are man's best friend.
Invalidate	the scientist is experimenting on the chicken eggs	the results support his query.
Support	the scientist is experimenting on the chicken eggs	He is pouring something.
Neutral	the scientist is experimenting on the chicken eggs	Animals have been used for experimentation for decades.
Invalidate	A man checking his phone after cycling.	He is now jogging on the sidewalk.
Support	A man checking his phone after cycling.	He is seeing his messages on his smartphone.
Neutral	A man checking his phone after cycling.	People have to see their smartphones .
Invalidate	Two blond women pose for a photo.	the party photographer wants the two to be on the top cover of the album because that is so good
Support	Two blond women pose for a photo.	a pan passing in front of the camera ruins the photo
Neutral	Two blond women pose for a photo.	tha party is having a great success and many photos were taken
Invalidate	People are standing in line at a store.	People head home in cars after buying items.
Support	People are standing in line at a store.	The people are bored while standing in line.
Neutral	People are standing in line at a store.	Most people get bored while standing in line.
Invalidate	A female wearing all black is speaking to a room full of people.	She is going to have some refreshments
Support	A female wearing all black is speaking to a room full of people.	Today's class is about expressing bereavement through clothing.
Neutral	A female wearing all black is speaking to a room full of people.	Presentation skills help to communicate any kinds of intormations to reach anyone
Invalidate	White with black spots dog is being looked at by a man on the street.	The owner came back the man Continued his jog.
Support	White with black spots dog is being looked at by a man on the street.	The man is watching the dog
Neutral	White with black spots dog is being looked at by a man on the street.	The man was going on a jog.
Invalidate	Dressed in his team uniform of yellow and black he plays soccer.	one of the players got injured and the game is stopped
Support	Dressed in his team uniform of yellow and black he plays soccer.	the team hat to win the game in order to become state champion
Neutral	Dressed in his team uniform of yellow and black he plays soccer.	it started raining
Invalidate	A man is riding a horse that is trying to buck him off.	the man fell and gets kicked by the horse
Support	A man is riding a horse that is trying to buck him off.	He is trying his best
Neutral	A man is riding a horse that is trying to buck him off.	many people went here to se the shoew
Invalidate	A little boy who wears a helmet and a sunglasses plays with a toy gun.	A small boy sits on a booster seat eating some chicken nuggets.
Support	A little boy who wears a helmet and a sunglasses plays with a toy gun.	A little boy aims at the mailman walking by and says 'pew! pew!'
Neutral	A little boy who wears a helmet and a sunglasses plays with a toy gun.	Little boys often like to pretend they are in dangerous situations.
Invalidate	Asian students wearing blazers sit at different tables and look at books.	The library is completely empty.
Support	Asian students wearing blazers sit at different tables and look at books.	They speake quietly as the leaf through their reading material.
Neutral	Asian students wearing blazers sit at different tables and look at books.	Uniforms can be a unifying element for students.
Invalidate	A small child grabbing a grape that was in a fruit bowl.	A child is playing with truck toy.
Support	A small child grabbing a grape that was in a fruit bowl.	He is observing the grape very carefully.
Neutral	A small child grabbing a grape that was in a fruit bowl.	Children  like eating grapes so much.
Invalidate	A busy street corner with lots of people and a man getting his head shaved.	Since Covid there has been 90% less people on the streets
Support	A busy street corner with lots of people and a man getting his head shaved.	There is also white shaving cream on this guy's dome
Neutral	A busy street corner with lots of people and a man getting his head shaved.	Walk signals are important in high traffic cities
Invalidate	A woman painting in the middle of the forest.	The woman gets food at a restaurant.
Support	A woman painting in the middle of the forest.	The woman draws her favorite tree.
Neutral	A woman painting in the middle of the forest.	Most people find painting to be relaxing.
Invalidate	A man in sailor whites talks to a person seated on the ground.	The street is completely barren and silent as it starts snowing.
Support	A man in sailor whites talks to a person seated on the ground.	He offered to help him up and escort him home.
Neutral	A man in sailor whites talks to a person seated on the ground.	Sometimes a stranger is just a friend you haven't met yet.
Invalidate	A group of Asian people are walking on a busy street.	There is nobody around as they have all gone inside to take shelter
Support	A group of Asian people are walking on a busy street.	There are food stalls and little markets all along the road and it's peak business time
Neutral	A group of Asian people are walking on a busy street.	They are not sure where to go for dinner
Invalidate	A woman in a red coat, hat and scarf sits on the sidewalk surrounded by bags of various items, some in bags and some in blue, red or black plastic tubs.	The beggar is looking for a place to sleep for the night and where she might stowe all her belongings safely.
Support	A woman in a red coat, hat and scarf sits on the sidewalk surrounded by bags of various items, some in bags and some in blue, red or black plastic tubs.	She wraps the scarf over her mouth as the cold wind pick up
Neutral	A woman in a red coat, hat and scarf sits on the sidewalk surrounded by bags of various items, some in bags and some in blue, red or black plastic tubs.	Beggars are usually seem sitting on the sidewalks with all their belongings
Invalidate	Many people with numbered stickers on their shirts are walking and running in a 5k event.	They are going to reach home
Support	Many people with numbered stickers on their shirts are walking and running in a 5k event.	They are paricipating in a marathon race that can be completed by running or with a run/walk strategy.
Neutral	Many people with numbered stickers on their shirts are walking and running in a 5k event.	Playing a Marathon race will help to build self-confidence and become strong in achieving anything.
Invalidate	There are 4 men working on the roof of a house.	The four men went for a lunch in McDonald
Support	There are 4 men working on the roof of a house.	The hourse has been suffering from leakage.
Neutral	There are 4 men working on the roof of a house.	Now a days workers working without proper gear
Invalidate	A gathering of people in Birmingham.	Birmingham is in lockdown right now
Support	A gathering of people in Birmingham.	The people are gathered in a protest
Neutral	A gathering of people in Birmingham.	People really love to gather
Invalidate	A pet playfully investigates the contents of a gift bag.	He finds a treat and wags his tail.
Support	A pet playfully investigates the contents of a gift bag.	He is struggling to open the bag.
Neutral	A pet playfully investigates the contents of a gift bag.	It is easy to see why dogs are man's best friend.
Invalidate	A boy on a tile sidewalk playing with a toy phone-car.	they boy's mother has put the toy away
Support	A boy on a tile sidewalk playing with a toy phone-car.	the toy is very loud
Neutral	A boy on a tile sidewalk playing with a toy phone-car.	such toys are very entertaining to children because of their loud noises
Invalidate	A woman is posing in the isle of a grocery store.	The grocery store is shut today
Support	A woman is posing in the isle of a grocery store.	There is photo shoot happening in the grocery store
Neutral	A woman is posing in the isle of a grocery store.	Women can click pictures in almost every corner
Invalidate	A little boy runs around while others look at a stage.	The janitor makes sure to lock the doors to the school after everyone goes home.
Support	A little boy runs around while others look at a stage.	His parents proudly watch the student perform in the play.
Neutral	A little boy runs around while others look at a stage.	Practice always makes perfect when it comes to memorizing lines.
Invalidate	An elderly woman is ascending a large set of stairs.	An elder woman sitting on the stairs
Support	An elderly woman is ascending a large set of stairs.	She is doing this for health.
Neutral	An elderly woman is ascending a large set of stairs.	Ascending on a stairs is very difficult to elder woman
Invalidate	A man steps out of a blue porta potty.	He was already leaving the sanitary when the concert started
Support	A man steps out of a blue porta potty.	His foot is covered in mud because of the heavy rain over the festival.
Neutral	A man steps out of a blue porta potty.	The sanitary was full of people during the whole show
Invalidate	A little girl in a red hat and yellow flip-flops sits on a rock.	The girl eats food at a restaurant.
Support	A little girl in a red hat and yellow flip-flops sits on a rock.	The girl relaxes on the stone.
Neutral	A little girl in a red hat and yellow flip-flops sits on a rock.	Most people enjoy sitting on rocks.
Invalidate	A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller.	he was called inside the house for dinner
Support	A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller.	he is there with his sister like every summer afternoon
Neutral	A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller.	that is such a beautiful day to play in the garden
Invalidate	A man rock climbing in a forest with a long rope.	the rope broke and the man fell hurting himself
Support	A man rock climbing in a forest with a long rope.	he is training for the expedition that takes place next moth
Neutral	A man rock climbing in a forest with a long rope.	that is the best mountain to have a climb
Invalidate	A photographer relishes capturing a great shot.	as the sun sets
Support	A photographer relishes capturing a great shot.	it is a beautiful sunset view
Neutral	A photographer relishes capturing a great shot.	many of them likes the sunset view
Invalidate	A bird is perched on a tree branch.	It is a hurricane outside so the birds are hiding for safety.
Support	A bird is perched on a tree branch.	The bird is chirping while sitting in the tree.
Neutral	A bird is perched on a tree branch.	I love nature and watching the birds.
Invalidate	A group of people gather in the parking lot of a water park.	The people are now playing in the pool
Support	A group of people gather in the parking lot of a water park.	The people are waiting outside on the queue
Neutral	A group of people gather in the parking lot of a water park.	People enjoy going to waterparks
Invalidate	A person wearing a wetsuit is surfing on a white surfboard.	A person is talking to his companion.
Support	A person wearing a wetsuit is surfing on a white surfboard.	He is trying to do adventurous acts while surfing.
Neutral	A person wearing a wetsuit is surfing on a white surfboard.	People like surfing a lot .
Invalidate	A group of teenage girls dance in a circle on stage.	The girls get food at a restaurant.
Support	A group of teenage girls dance in a circle on stage.	The girls move to the music.
Neutral	A group of teenage girls dance in a circle on stage.	Most girls love to dance.
Invalidate	A group of teenage girls, dressed in their red school uniforms, holding their bookbags and walking down a busy street.	A group of teenage girls playing volleyball in the ground.
Support	A group of teenage girls, dressed in their red school uniforms, holding their bookbags and walking down a busy street.	Traffic police stopped the vechicles for students to cross the street.
Neutral	A group of teenage girls, dressed in their red school uniforms, holding their bookbags and walking down a busy street.	Most of the teenage girls do not like their uniforms
Invalidate	A group of people are by a cabin hanging out.	suddently a police car passed by and they had to leave
Support	A group of people are by a cabin hanging out.	that group of friends met there to hang out
Neutral	A group of people are by a cabin hanging out.	it was a perfect night to stay outside
Invalidate	A man in white shops for oranges and other fruits at an outdoor market.	The man unloads his groceries at home.
Support	A man in white shops for oranges and other fruits at an outdoor market.	The man waits in line for a long time to checkout
Neutral	A man in white shops for oranges and other fruits at an outdoor market.	Shopping during a pandemic takes longer than usual.
Invalidate	A young boy opens a Christmas present.	The boy eats breakfast in the kitchen.
Support	A young boy opens a Christmas present.	The boy rips all the paper.
Neutral	A young boy opens a Christmas present.	Most kids love getting presents.
Invalidate	A man is seated at a counter with all types of delicious looking foods, yet is completely unaffected, casually reading his newspaper.	the man is in a hurry to reach his office
Support	A man is seated at a counter with all types of delicious looking foods, yet is completely unaffected, casually reading his newspaper.	the man is there to meet an importat man to talk about business
Neutral	A man is seated at a counter with all types of delicious looking foods, yet is completely unaffected, casually reading his newspaper.	that day the dining room was full of people
Invalidate	In this photo, a guy is dressed up talking.	fte pushing play is possible to see he is walking away
Support	In this photo, a guy is dressed up talking.	the girl by his side seems to be paying attention
Neutral	In this photo, a guy is dressed up talking.	photos are a remarkable way to save nice memories
Invalidate	A city street is shown with many people on both sides.	People leaving the city street
Support	A city street is shown with many people on both sides.	Few people are joining the crowd which is seeing the city street.
Neutral	A city street is shown with many people on both sides.	While watching the street show
Invalidate	two boys play in the ocean.	The boys get some food at the snack bar.
Support	two boys play in the ocean.	The boys splash each other in the face.
Neutral	two boys play in the ocean.	Most boys enjoy playing in the water.
Invalidate	racing vehicle coming around a turn on a track	The vehicle is parked in a garage.
Support	racing vehicle coming around a turn on a track	The vehicle tries to make the turn quickly.
Neutral	racing vehicle coming around a turn on a track	Most people enjoy watching cars race.
Invalidate	He is rock climbing.	He is going to reach home
Support	He is rock climbing.	Due to some pain in his hand
Neutral	He is rock climbing.	Trekking helps to bring inner strength within us and become strong
Invalidate	A shirtless young man, standing under purple lighting, points to the sky with both hands while holding a microphone in one hand.	Young men are taking a liking to podcast recordings.
Support	A shirtless young man, standing under purple lighting, points to the sky with both hands while holding a microphone in one hand.	He enjoys singing.
Neutral	A shirtless young man, standing under purple lighting, points to the sky with both hands while holding a microphone in one hand.	Microphones work best for podcasts.
Invalidate	Two woman in brown coats in the background of a woman walking toward the front of the picture.	The streets are deserted now that the rain has started pouring heavily.
Support	Two woman in brown coats in the background of a woman walking toward the front of the picture.	The lady is heading home just as it has started to drizzle.
Neutral	Two woman in brown coats in the background of a woman walking toward the front of the picture.	Less people are gathering outdoors as the weather gets wetter.
Invalidate	A teen in a yellow shirt directs his team on a sports field.	Teen wearing a yellow shirt is playing a game on his mobile phone.
Support	A teen in a yellow shirt directs his team on a sports field.	Teen sporting a yellow shirt is giving advice to his players during the halt time break.
Neutral	A teen in a yellow shirt directs his team on a sports field.	A teen getting into coaching has become common place these days.
Invalidate	the boy wearing a white t-shirt	He put his white shirt into a washing machine
Support	the boy wearing a white t-shirt	He goes to school.
Neutral	the boy wearing a white t-shirt	He is getting ready for school.
Invalidate	Nurse is taking a patients blood pressure.	she leaves because of an emergency
Support	Nurse is taking a patients blood pressure.	the man just had a car accident
Neutral	Nurse is taking a patients blood pressure.	that hospoital was the best in the whole city
Invalidate	A man holds a baby on the table at a restaurant.	Man take baby back to the car.
Support	A man holds a baby on the table at a restaurant.	baby doesn't seem to like the food there.
Neutral	A man holds a baby on the table at a restaurant.	Men loves their babies so much.
Invalidate	A group of people are being lead on an outdoor tour with an older tour guide.	The group are sitting on the bus on the way back to their hotel.
Support	A group of people are being lead on an outdoor tour with an older tour guide.	The smart translators are translating the guide's words into the touritsts' native languages.
Neutral	A group of people are being lead on an outdoor tour with an older tour guide.	Group tours are becoming a popular way to do tourism these days.
Invalidate	A baby crawls next to a street against a blue sky.	The baby takes a nap in his crib.
Support	A baby crawls next to a street against a blue sky.	The baby scurries as quickly as possible.
Neutral	A baby crawls next to a street against a blue sky.	Most babies like to crawl once they learn.
Invalidate	A gymnast stretches on the mat.	Everyone had gone home for the day.
Support	A gymnast stretches on the mat.	She hopes that today she would be able to land a back tuck.
Neutral	A gymnast stretches on the mat.	Gymnastics is a wonderful way to stay active.
Invalidate	Two women looking off a bridge at something.	A curfew has been put into effect and no one is allowed outside.
Support	Two women looking off a bridge at something.	They see something swimming through the water in the river below.
Neutral	Two women looking off a bridge at something.	Both cars and people use it to travel across the river.
Invalidate	A kayaker in a green boat paddles through the rapids.	the rivers have all dried up because of climate change.
Support	A kayaker in a green boat paddles through the rapids.	the rapids are moving fast today.
Neutral	A kayaker in a green boat paddles through the rapids.	he's been kayak for years or he wouldnt be experienced enough to make it today.
Invalidate	racing vehicle coming around a turn on a track	They zoom around reaching their top speeds.
Support	racing vehicle coming around a turn on a track	It slows down a little bit.
Neutral	racing vehicle coming around a turn on a track	You should always wear a seat belt in a car.
Invalidate	A group of people watching a snowboarder perform a trick.	The snowboarder is buried by the snow
Support	A group of people watching a snowboarder perform a trick.	the snowboard looks great
Neutral	A group of people watching a snowboarder perform a trick.	Many people like snowboarders and maneuvers
Invalidate	A little girl walks down the tree lined road.	They have cut all the trees near road due to new construction
Support	A little girl walks down the tree lined road.	Cold breeze from trees making the girl very happy
Neutral	A little girl walks down the tree lined road.	We shall plant trees on each and every corners for preserving our children's future
Invalidate	A young child runs outside amidst fall leaves.	They crunch
Support	A young child runs outside amidst fall leaves.	They kick the foliage around beneath their feet before diving into a recently raked pile.
Neutral	A young child runs outside amidst fall leaves.	The autumn season brings lots of opportunities for cozy scarves and warm beverages.
Invalidate	A toddler in a white hooded jacket holds on to the wall.	Young man who brutally assaulted a child in a jacket is arrested
Support	A toddler in a white hooded jacket holds on to the wall.	The toddler tries to keep his balance.
Neutral	A toddler in a white hooded jacket holds on to the wall.	Kids love to wear white jackets
Invalidate	Three children playing in snow.	The children eat food in the kitchen.
Support	Three children playing in snow.	The children throw snowballs at one another.
Neutral	Three children playing in snow.	Most kids like playing in the snow.
