gold_label	sentence1	sentence2
Invalidate	A man in a green hard hat and yellow vest is looking down.	He slowly raises his head and looks up towards the sky and his hat falls off
Support	A man in a green hard hat and yellow vest is looking down.	He is a construction worker looking down on the site he is responsible for
Neutral	A man in a green hard hat and yellow vest is looking down.	His hat is very large as he has a large head
Invalidate	Three men in hard hats are on a asphalt laying truck.	There is not to be any road work done today.
Support	Three men in hard hats are on a asphalt laying truck.	They work together to swiftly fill the pothole.
Neutral	Three men in hard hats are on a asphalt laying truck.	Personal Protective Equipment is a required part of the job.
Invalidate	A technician hard at work.	he couldn't repair the computer that was moved into the trash
Support	A technician hard at work.	he has to do the software update of the pc
Neutral	A technician hard at work.	the company was the best in the country for computer problems
Invalidate	A black and white dog is jumping over high yellow grass.	The dog and the owner are walking home.
Support	A black and white dog is jumping over high yellow grass.	The dog is chasing a butterfly through the grass.
Neutral	A black and white dog is jumping over high yellow grass.	Dogs are very energetic and can usually jump high and far.
Invalidate	A young woman photographed mid-jump, in a fenced area.	She is finally in her car going home
Support	A young woman photographed mid-jump, in a fenced area.	She has a beautiful smile on her face while doing it
Neutral	A young woman photographed mid-jump, in a fenced area.	Its lovely to take photographs when in nature
Invalidate	Bald man in a black GkickS shirt holding a ball of weight in a gym.	Coronavirus has caused all gyms to close temporarily.
Support	Bald man in a black GkickS shirt holding a ball of weight in a gym.	He lifts it above his head and then slams it to the ground while letting out a growl.
Neutral	Bald man in a black GkickS shirt holding a ball of weight in a gym.	Not having hair is one way to not sweat while you work out.
Invalidate	Women in headscarves buy and sell food at outdoor market.	Muslim women take a break to snack and talk.
Support	Women in headscarves buy and sell food at outdoor market.	They are checking the money for customers waiting for change.
Neutral	Women in headscarves buy and sell food at outdoor market.	It is traditional in the Muslim religion for women to run grastronomical businesses.
Invalidate	A nurse checking the health of another woman in a medical clinic.	The woman walks out of the medical clinic after undergoing outpatient surgery.
Support	A nurse checking the health of another woman in a medical clinic.	The nurse reads the temperature of the patient.
Neutral	A nurse checking the health of another woman in a medical clinic.	Four patients are waiting to be seen at the medical clinic.
Invalidate	A crowd watching street performers wearing stilts.	The street is silent and barren.
Support	A crowd watching street performers wearing stilts.	They cheer and toss money into the hat to show their delight.
Neutral	A crowd watching street performers wearing stilts.	Being taller is something many people aspire to.
Invalidate	The young woman with the scarf is giving a present to someone.	The person opens the gift at home
Support	The young woman with the scarf is giving a present to someone.	It is time to open gifts
Neutral	The young woman with the scarf is giving a present to someone.	The birthday boy loved the gift
Invalidate	Four runners in race gears with numbers are running in a tight group along a road.	The runners eat some food at a restaurant.
Support	Four runners in race gears with numbers are running in a tight group along a road.	The runners try to beat each other to the finish line.
Neutral	Four runners in race gears with numbers are running in a tight group along a road.	Most people believe running is a good form of exercise.
Invalidate	Two women are playing a racquet game on the beach.	The two women decide to take showers due to sweat.
Support	Two women are playing a racquet game on the beach.	The women are locked in a tie score
Neutral	Two women are playing a racquet game on the beach.	Racket ball is a fun hobby for the beach.
Invalidate	Two brown dogs cavort together near a tree.	Two brown dogs walking away from the tree
Support	Two brown dogs cavort together near a tree.	They bark and jump at a cat they can see up in the branches.
Neutral	Two brown dogs cavort together near a tree.	Dogs are said to be mans best friend.
Invalidate	Men dressed in camouflage assist in helping clean up a grassy area.	They are going to have lunch
Support	Men dressed in camouflage assist in helping clean up a grassy area.	The defense professional is coordinating with local peoples in maintaining the green suface looks beautiful.
Neutral	Men dressed in camouflage assist in helping clean up a grassy area.	The good maintainence of the green environment will help to serve the society in many possible ways.
Invalidate	Two men are smiling at their roast turkey.	The dog won't let the cat to even smell bones he got after dinner.
Support	Two men are smiling at their roast turkey.	While the first man is opening wine
Neutral	Two men are smiling at their roast turkey.	Men don't cook very often these days
Invalidate	A man is jumping a rock on an orange dirt bike.	The man gets some food at a restaurant.
Support	A man is jumping a rock on an orange dirt bike.	The man leaps as high as he can.
Neutral	A man is jumping a rock on an orange dirt bike.	Most people view dirt biking as dangerous.
Invalidate	a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background	A boy bumps his head as he falling.
Support	a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background	A man is asking his boy not to jump here and there since it may cause any wounds.
Neutral	a man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background	Boys are always notorious and playful.
Invalidate	TWo people walking into a shadow in one direction while another walks in the midst of it.	As they all exit
Support	TWo people walking into a shadow in one direction while another walks in the midst of it.	They all go deeper into the shadowy caverns.
Neutral	TWo people walking into a shadow in one direction while another walks in the midst of it.	People keep seeing things in the corner of their eyes.
Invalidate	a tennis player bouncing a tennis ball on her tennis racket on the game mat.	She is going to have breakfast
Support	a tennis player bouncing a tennis ball on her tennis racket on the game mat.	She is working hard to train herself to win the upcoming competition
Neutral	a tennis player bouncing a tennis ball on her tennis racket on the game mat.	A Ball based sports gives a lot of focus
Invalidate	Several men are sitting by a river conversing with one another while a boat drifts by them.	They are swimming in the river with no clothes on.
Support	Several men are sitting by a river conversing with one another while a boat drifts by them.	They're having a good time talking about their plans for this summer.
Neutral	Several men are sitting by a river conversing with one another while a boat drifts by them.	Rivers have always been considered hotspots for guys to get together and talk.
Invalidate	A person with a lolly pop and a white shirt is smiling in a store.	The person takes a nap at their house.
Support	A person with a lolly pop and a white shirt is smiling in a store.	The person shows all their teeth while grinning.
Neutral	A person with a lolly pop and a white shirt is smiling in a store.	Most people like to eat candy.
Invalidate	A young man is taking a picture of art on a wall.	He is checking all photos that he took
Support	A young man is taking a picture of art on a wall.	He s thinking whether zooming in camera will be helpful
Neutral	A young man is taking a picture of art on a wall.	Capturing art in camera perfectly is another essential skill
Invalidate	A black dog rolling in the green grass.	The dog is barking at the stranger.
Support	A black dog rolling in the green grass.	Dog is playing on the grass.
Neutral	A black dog rolling in the green grass.	Dogs love rolling their bodies.
Invalidate	A woman pushes a stroller while the boy smiles while being pushed along the sidewalk.	The mother is feeding her child
Support	A woman pushes a stroller while the boy smiles while being pushed along the sidewalk.	The kid is really enjoying the ride
Neutral	A woman pushes a stroller while the boy smiles while being pushed along the sidewalk.	The pram is a very good item for mothers to have
Invalidate	A medium sized brown and white streaked dog is running through tall grass.	The dog is eating some cookies in the tall grass
Support	A medium sized brown and white streaked dog is running through tall grass.	A medium sized dog looks loving running outside in his backyard
Neutral	A medium sized brown and white streaked dog is running through tall grass.	The dog is breathing heavily
Invalidate	The man is giving a presentation on a Smart Board.	The man is get an applause from others.
Support	The man is giving a presentation on a Smart Board.	The smartbord is beautiful
Neutral	The man is giving a presentation on a Smart Board.	Many men like to present themselves on Smart Board
Invalidate	Two Asian kids, a boy and a girl with the guy giving the girl a piggyback ride.	The two children are brushing their teeth getting ready for bed.
Support	Two Asian kids, a boy and a girl with the guy giving the girl a piggyback ride.	the girl has to be carried home because she got injured during soccer training
Neutral	Two Asian kids, a boy and a girl with the guy giving the girl a piggyback ride.	Piggyback rides are popular to play with little kids
Invalidate	A child is dipping her foot in a small plastic pool.	The child takes a nap in her bed.
Support	A child is dipping her foot in a small plastic pool.	The child enjoys the cold water on her toes.
Neutral	A child is dipping her foot in a small plastic pool.	Swimming is a fun hobby in the summer.
Invalidate	The kids are talking and playing outside.	Kids went home for snacks.
Support	The kids are talking and playing outside.	More kids joined and started playing different games.
Neutral	The kids are talking and playing outside.	All the kids interact with each other and learn new things.
Invalidate	A young man is taking a picture of art on a wall.	The man goes to a restaurant to eat.
Support	A young man is taking a picture of art on a wall.	The man tries to get the perfect shot with his camera.
Neutral	A young man is taking a picture of art on a wall.	Most people like to take pictures.
Invalidate	A man wearing blue is walking off of a field.	A guy jumps off of rocks into the water.
Support	A man wearing blue is walking off of a field.	He is heading towards the dugout to join his team.
Neutral	A man wearing blue is walking off of a field.	Walking is good for you and the environment.
Invalidate	The beautiful oriental building is being occupied.	After the tourists leave
Support	The beautiful oriental building is being occupied.	The couple looks at the ornate decorations and takes pictures.
Neutral	The beautiful oriental building is being occupied.	It is good to go on vacation with loved ones.
Invalidate	A young woman wearing a brown shirt and glasses is standing at a jewelry counter.	the women go to the doctor in the evening because she fell sick.
Support	A young woman wearing a brown shirt and glasses is standing at a jewelry counter.	the young women start to try the jewelry and she love them.
Neutral	A young woman wearing a brown shirt and glasses is standing at a jewelry counter.	A young woman in our days love to get new things.
Invalidate	A view of a park during the daytime with large skyscrapers in the background.	A beautiful seaside scene at night at the front.
Support	A view of a park during the daytime with large skyscrapers in the background.	The view of these tall buildings behind this park is beautiful in the morning.
Neutral	A view of a park during the daytime with large skyscrapers in the background.	the view of these buildings are nice whether at night or in the morning.
Invalidate	A man carries plastic bags full of balloons, some of the balloons floating over his head, while standing on a place at high altitude.	The man let the balloons go
Support	A man carries plastic bags full of balloons, some of the balloons floating over his head, while standing on a place at high altitude.	The man is standing on top of a skyscraper with his balloons.
Neutral	A man carries plastic bags full of balloons, some of the balloons floating over his head, while standing on a place at high altitude.	The balloons come in red
Invalidate	A young girl admiring a butterfly.	The girl is going to reach home
Support	A young girl admiring a butterfly.	She clicks a beautiful photograph of an insect in a different direction
Neutral	A young girl admiring a butterfly.	Biodiversity taught us to give respect on insects
Invalidate	A woman is holding a small white statue.	The woman gets some food at a restaurant.
Support	A woman is holding a small white statue.	The woman makes sure she doesn't drop the artifact.
Neutral	A woman is holding a small white statue.	Most people don't like holding valuable things.
Invalidate	Men standing with a thing on their heads.	They put down those things in the godown
Support	Men standing with a thing on their heads.	The men thought
Neutral	Men standing with a thing on their heads.	The day was clearly and they decided to have ice cream at the park near your house.
Invalidate	A group of people talking next to one another.	They are facing difficulties in a funtion as some of the guests are not familiar for them
Support	A group of people talking next to one another.	They are going to have lunch
Neutral	A group of people talking next to one another.	Togetherness will be more fun and enjoyable
Invalidate	A group of three students is shown sitting in some sort of lecture hall and they all see bored.	The Freshman have decided to sleep late.
Support	A group of three students is shown sitting in some sort of lecture hall and they all see bored.	The kids are taking notes.
Neutral	A group of three students is shown sitting in some sort of lecture hall and they all see bored.	Most kids would rather be outside than in school.
Invalidate	Surgeons in blue protective clothing are performing surgery.	The surgeons get food in the cafeteria.
Support	Surgeons in blue protective clothing are performing surgery.	The surgeons try to make sure the patient stays alive.
Neutral	Surgeons in blue protective clothing are performing surgery.	Most people aren't smart enough to be surgeons.
Invalidate	People are relaxing or sleeping.	Everyone has woken up in the morning.
Support	People are relaxing or sleeping.	At the end of the day
Neutral	People are relaxing or sleeping.	Most people sleep at night.
Invalidate	A dog leaps over a bar on an obstacle course	a dog is sleeping in his bed
Support	A dog leaps over a bar on an obstacle course	a dog is going to finish the course
Neutral	A dog leaps over a bar on an obstacle course	a dog seems very happy
Invalidate	A news interview occurring in the winter.	The camera man is transferring data to storage drive
Support	A news interview occurring in the winter.	The inteviewer feels that a winter season interview is very difficult
Neutral	A news interview occurring in the winter.	It gets dark faster in water
Invalidate	Three males and two females jump up for a creative pose for the camera person.	They are going to bed
Support	Three males and two females jump up for a creative pose for the camera person.	They are facing difficulties in a photo session due to bad weather
Neutral	Three males and two females jump up for a creative pose for the camera person.	Modeling profession will give mindfulness and help to earn more money
Invalidate	The retriever is swimming out to the goose who is about to get away.	The dog is playing fetch with his owner.
Support	The retriever is swimming out to the goose who is about to get away.	The retriever is excellent and fast
Neutral	The retriever is swimming out to the goose who is about to get away.	The dog enjoys the feel of the water on his back.
Invalidate	Three skateboarders in helmets round a bend in the road wearing bodysuits.	The kids are at home watching television
Support	Three skateboarders in helmets round a bend in the road wearing bodysuits.	The exercise makes them thirsty.
Neutral	Three skateboarders in helmets round a bend in the road wearing bodysuits.	Being outdoors is good for your mood.
Invalidate	A framed map hanging from a bus stop.	that map was ruined by a boy with a marker
Support	A framed map hanging from a bus stop.	a man passing by read the map in order to reach the city center
Neutral	A framed map hanging from a bus stop.	those maps were updated recently because of the new subway line
Invalidate	The man is holding the chainsaw.	The man puts down the chainsaw after he's done using it.
Support	The man is holding the chainsaw.	The man uses the chainsaw to cut down some trees in his front lawn.
Neutral	The man is holding the chainsaw.	Chainsaws are often used to cut down trees.
Invalidate	A young girl in front of a library runs through a fountain.	She wasn't trying to get wet; It was too dark to see the fountain jets.
Support	A young girl in front of a library runs through a fountain.	She is proceeding to approach the front door just as the employee opened the library for the day.
Neutral	A young girl in front of a library runs through a fountain.	The water left her feeling cold.
Invalidate	Two people are sitting in a field with a rock formation in the shape of heart behind them.	They are riding a bus to attend a family dinner.
Support	Two people are sitting in a field with a rock formation in the shape of heart behind them.	They seem to be a couple since they are holding hands.
Neutral	Two people are sitting in a field with a rock formation in the shape of heart behind them.	These days you cannot easily guess whether people or couples or not just by looking at them.
Invalidate	A man in shorts with two black dogs holds a ball throwing toy at the beach.	A man in shorts is walking home with two tired dogs.
Support	A man in shorts with two black dogs holds a ball throwing toy at the beach.	The dogs seem to like to play catch on the beach with their owners.
Neutral	A man in shorts with two black dogs holds a ball throwing toy at the beach.	On a nice day men like to play fetch with their dogs.
Invalidate	Three men walking on a sidewalk in a city.	There are no people outside anymore.
Support	Three men walking on a sidewalk in a city.	The whistle as they continue on their way.
Neutral	Three men walking on a sidewalk in a city.	Walking is good for you and the environment.
Invalidate	Children in a classroom are busy working, writing and doing art projects.	The school day is over.
Support	Children in a classroom are busy working, writing and doing art projects.	The art project they are working on is difficult.
Neutral	Children in a classroom are busy working, writing and doing art projects.	The work they are doing is enjoyable.
Invalidate	An Indian market, a man in white is sorting through vegetables.	He is cleaning the vegetables.
Support	An Indian market, a man in white is sorting through vegetables.	The market is busy with lots of people.
Neutral	An Indian market, a man in white is sorting through vegetables.	Vegetables are usually cheap in South Asian markets.
Invalidate	Boy in Red uniform holding up trophy.	The boy returns to his home.
Support	Boy in Red uniform holding up trophy.	The boy's team is celebrating.
Neutral	Boy in Red uniform holding up trophy.	The boy cleans up the soccer field from his game.
Invalidate	A man in a bathroom looks in the mirror and applies shaving cream.	The man eats breakfast in his kitchen.
Support	A man in a bathroom looks in the mirror and applies shaving cream.	The man wants to have a smooth face.
Neutral	A man in a bathroom looks in the mirror and applies shaving cream.	Most men have to shave multiple times a week.
Invalidate	Spectators are watching a bike race in France and taking photos and video of the event.	many of the spectators go to beach to view sunset
Support	Spectators are watching a bike race in France and taking photos and video of the event.	Visitors enjoy the sports
Neutral	Spectators are watching a bike race in France and taking photos and video of the event.	Now a days people enjoy the live sports
Invalidate	A man without a shirt on is laying on the sidewalk.	There is no one out in the street
Support	A man without a shirt on is laying on the sidewalk.	He looks up at the stars and tries to remember how he got there.
Neutral	A man without a shirt on is laying on the sidewalk.	Sidewalks are an important part of any city.
Invalidate	Two magicians trying to hurry up for a show in town.	The magicians get some food at a restaurant.
Support	Two magicians trying to hurry up for a show in town.	The magicians rush as fast as they can.
Neutral	Two magicians trying to hurry up for a show in town.	Most people enjoy watching magicians perform.
Invalidate	A man wearing all black plays a coffee-burst bass guitar with a band.	In the night time the men go back home and he ride his bike.
Support	A man wearing all black plays a coffee-burst bass guitar with a band.	A small child come to the man an give him ten dollars and he is saying I love your music
Neutral	A man wearing all black plays a coffee-burst bass guitar with a band.	in our days a lot of people play coffee-burst outside.
Invalidate	Young African American girl stares curiously at the camera while wearing a pink and brown winter coat with multi color hair accessories.	She gets excited when her photo is shown
Support	Young African American girl stares curiously at the camera while wearing a pink and brown winter coat with multi color hair accessories.	She is wondering what it is
Neutral	Young African American girl stares curiously at the camera while wearing a pink and brown winter coat with multi color hair accessories.	Young girls love looking at themselves
Invalidate	A young man looks to be playing a game of cricket with friends.	The man  is having dinner with his  friends in a nearby restaurant.
Support	A young man looks to be playing a game of cricket with friends.	He seems to like to play cricket with his friends.
Neutral	A young man looks to be playing a game of cricket with friends.	People like to play cricket to look fit and healthy.
Invalidate	A woman with an orange shirt is holding a trey with ice cream and ice cream cones on it.	In no time
Support	A woman with an orange shirt is holding a trey with ice cream and ice cream cones on it.	She is just wondering whether it will be enough
Neutral	A woman with an orange shirt is holding a trey with ice cream and ice cream cones on it.	Parties are not complete without Ice cream
Invalidate	Two white dogs are drinking water out of a lake.	The dogs are resting in their dog houses.
Support	Two white dogs are drinking water out of a lake.	The dogs are quenching their thirsts.
Neutral	Two white dogs are drinking water out of a lake.	Most dogs like to hang out by a lake.
Invalidate	Dirt bikers riding off a jump.	The bikers park their bikes in the garage.
Support	Dirt bikers riding off a jump.	The bikers focus on making the best jump possible.
Neutral	Dirt bikers riding off a jump.	Motorcycle jumping can be a dangerous activity.
Invalidate	A small girl in a yellow shirt is sitting on a colorful blanket, holding a white hat while staring at something off the screen.	She is absolutely glued to the television as her favorite program starts
Support	A small girl in a yellow shirt is sitting on a colorful blanket, holding a white hat while staring at something off the screen.	The puppy is doing silly tricks and distracted her
Neutral	A small girl in a yellow shirt is sitting on a colorful blanket, holding a white hat while staring at something off the screen.	The babysitter is in the other room preparing food
Invalidate	A little girl playing with kitchen toys.	The little girl takes a nap.
Support	A little girl playing with kitchen toys.	The girl pretends to cook a meal with her kitchen.
Neutral	A little girl playing with kitchen toys.	A lot of young kids like to play house
Invalidate	Young boys with backpacks walk down the street past a large bust of Buddha	The boys saw the buddha on the way to their next location.
Support	Young boys with backpacks walk down the street past a large bust of Buddha	It seems that the boys are not interested in it.
Neutral	Young boys with backpacks walk down the street past a large bust of Buddha	it is common for a group of people to walk together to a certain place
Invalidate	Man pulls three wheeled blue cart with various cleaning supplies in gray and blue buckets.	He is going to have lunch
Support	Man pulls three wheeled blue cart with various cleaning supplies in gray and blue buckets.	He delivers various detergent items to the vendors by using a tricycle.
Neutral	Man pulls three wheeled blue cart with various cleaning supplies in gray and blue buckets.	Delivers various detergent items to the vendors will help to reach the products to the customers.
Invalidate	Two men ride there bike during the race.	Two men giving pose to photographer with their  winner and runner cup in their hands
Support	Two men ride there bike during the race.	the race is going to be a close one
Neutral	Two men ride there bike during the race.	racing is a tough sports
Invalidate	A man is about to pass a volleyball on a beach court.	The man takes a shower to wash off the sand.
Support	A man is about to pass a volleyball on a beach court.	The man focuses on the ball to make sure he passes it well.
Neutral	A man is about to pass a volleyball on a beach court.	Volleyball is a fun beach sport.
Invalidate	A man with no shirt holding a baby aloft.	The baby takes a long nap while in his crib.
Support	A man with no shirt holding a baby aloft.	The man likes the feeling of the baby against his chest.
Neutral	A man with no shirt holding a baby aloft.	Most fathers enjoy holding their babies in their hands.
Invalidate	A surfer in a black wetsuit is watching another surfer surf on a wave in the ocean.	Two man in wet dress stuck on road side with a car
Support	A surfer in a black wetsuit is watching another surfer surf on a wave in the ocean.	One man is taking a video of the other
Neutral	A surfer in a black wetsuit is watching another surfer surf on a wave in the ocean.	there should of been enough waves for the both of them
Invalidate	A white dog is on a large rocky surface at a high elevation.	He turns and runs opposite direction.
Support	A white dog is on a large rocky surface at a high elevation.	The white dog howls at the moon.
Neutral	A white dog is on a large rocky surface at a high elevation.	The dog runs in the rain to get home.
Invalidate	A boy in a dirty shirt is walking through knee-high ocean water.	The boy sits on the sandy beach and dries himself with a towel
Support	A boy in a dirty shirt is walking through knee-high ocean water.	The boy is heading towards the submerged rock and the water is getting deeper
Neutral	A boy in a dirty shirt is walking through knee-high ocean water.	The boy thinks that washing clothes in sea water is an effective way of cleaning them
Invalidate	Many people swimming is a lake surrounded by trees and houses.	the people are going to bed
Support	Many people swimming is a lake surrounded by trees and houses.	many people are going to sunbathe after that
Neutral	Many people swimming is a lake surrounded by trees and houses.	many people spent holidays at the lake
Invalidate	Bald man in a black GkickS shirt holding a ball of weight in a gym.	The man is drinking his protein shake
Support	Bald man in a black GkickS shirt holding a ball of weight in a gym.	The man is sweating very much while he works out
Neutral	Bald man in a black GkickS shirt holding a ball of weight in a gym.	Weight training at a gym is very beneficial for our health
Invalidate	Two women walk on the street hand in hand at night.	The women get food at a restaurant.
Support	Two women walk on the street hand in hand at night.	The women keep their hands clamped.
Neutral	Two women walk on the street hand in hand at night.	Most people do not like to hold hands.
Invalidate	A little boy playing with sand on the beach.	He is going to bed
Support	A little boy playing with sand on the beach.	In a seaside area
Neutral	A little boy playing with sand on the beach.	Enjoying in a seside area by doing somthing with a loose material consisting of grains of rock or coral will help to refresh the mind and develop concentration.
Invalidate	Friend show you what they have cooked.	Everyone has gone to bed.
Support	Friend show you what they have cooked.	Your stomach begins to growl as you smell the delicious dishes.
Neutral	Friend show you what they have cooked.	Cooking at home is often cheaper and healthier.
Invalidate	A black dog and a brown dog with a stick in his mouth are running in the field.	The owners visit the pet shop to buy food.
Support	A black dog and a brown dog with a stick in his mouth are running in the field.	The two dogs encountered some cows in a neighbouring field.
Neutral	A black dog and a brown dog with a stick in his mouth are running in the field.	The field is a popular place for people to walk their dogs.
Invalidate	Three men in hard hats are on a asphalt laying truck.	The men are breaking up the road to commence roadworks.
Support	Three men in hard hats are on a asphalt laying truck.	The men are waiting for the asphalt to dry.
Neutral	Three men in hard hats are on a asphalt laying truck.	Hard hats are important work safety gear.
Invalidate	A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall.	He has his leg plastered.
Support	A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall.	A small crowd gathers to look at him.
Neutral	A skateboarder wearing blue jean and a gray shirt performs a stunt along a graffiti colored wall.	Many young guys like to paint graffiti on walls.
Invalidate	Man with backpack walking on a barricaded street.	Several shots are happening near the barricades
Support	Man with backpack walking on a barricaded street.	He notices the barricades on the street on his way to work.
Neutral	Man with backpack walking on a barricaded street.	Many places of conflict use barricades on the streets
Invalidate	Person hang gliding at sunset.	He is going to bed
Support	Person hang gliding at sunset.	An individual enjoys himself by doing the activity of flying a parasailing in the evening.
Neutral	Person hang gliding at sunset.	The activity of flying a parasailing will be fun and more enjoyable
Invalidate	A man does a trick with his bicycle off the side of a wall.	He wakes up in the hospital after the incident
Support	A man does a trick with his bicycle off the side of a wall.	The wall seems very slippery
Neutral	A man does a trick with his bicycle off the side of a wall.	Her girlfriend went to the bathroom
Invalidate	A group of people are hiking in the forest.	The group of people climb into cars to head home.
Support	A group of people are hiking in the forest.	The group of people see several animals while in the woods.
Neutral	A group of people are hiking in the forest.	Hiking is a really good form of exercise.
Invalidate	Four musicians perform on stage at a large concert venue.	The musicians take showers in the locker room.
Support	Four musicians perform on stage at a large concert venue.	The musicians play their favorite songs.
Neutral	Four musicians perform on stage at a large concert venue.	Many people love going to concert venues.
Invalidate	And male and female duo perform on stage.	People gave standing ovation for duet performance
Support	And male and female duo perform on stage.	People are recording the live performance in their mobiles
Neutral	And male and female duo perform on stage.	Duet performances generally are catchy
Invalidate	A girl standing in a shallow creek, wearing stilts.	she ha to stop because she was exausted
Support	A girl standing in a shallow creek, wearing stilts.	that is a perfect spot for a photo
Neutral	A girl standing in a shallow creek, wearing stilts.	many people went to the park to hike that day
Invalidate	A man is balancing a metal ball on his arm.	The man is drinking water
Support	A man is balancing a metal ball on his arm.	He is really good at balancing.
Neutral	A man is balancing a metal ball on his arm.	Can you balance things on you're arm
Invalidate	A stage with a large screen and a crowd of around 100 people.	Everyone had gone home for the night.
Support	A stage with a large screen and a crowd of around 100 people.	They cheered as the movie came on the screen.
Neutral	A stage with a large screen and a crowd of around 100 people.	Crowds make some people nervous.
Invalidate	A girl in a swimsuit stands in the spray of water, a bicycle in the background.	The sprinkler's output reduced to a few drips as the fun dried up for the girl
Support	A girl in a swimsuit stands in the spray of water, a bicycle in the background.	Splashing in cold water during this hot summer is an energizing
Neutral	A girl in a swimsuit stands in the spray of water, a bicycle in the background.	It didn't matter if it was rain or sprinkler water
Invalidate	A group of people riding camels.	People sitting in front of bonfire as group
Support	A group of people riding camels.	People screaming while camel running fast.
Neutral	A group of people riding camels.	Camel riding is always joy and fun.
Invalidate	A man in a blue shirt locks a blue shutter next to a nail polish advertisement.	People are watching the open shutters for promotions
Support	A man in a blue shirt locks a blue shutter next to a nail polish advertisement.	It seems to be complicated when shutters lock to close
Neutral	A man in a blue shirt locks a blue shutter next to a nail polish advertisement.	People usually observe places with different ads
Invalidate	Middle-aged man with long blond-hair and wearing glasses sits with a crowd.	The man is by himself at home
Support	Middle-aged man with long blond-hair and wearing glasses sits with a crowd.	The man is watching a live show
Neutral	Middle-aged man with long blond-hair and wearing glasses sits with a crowd.	People like to watch shows together
Invalidate	A man with a young boy sitting by the water reads a paper.	He rolls up the paper and tells the boy it is time to go home for dinner.
Support	A man with a young boy sitting by the water reads a paper.	The boy is watching the ducks swimming across the pond
Neutral	A man with a young boy sitting by the water reads a paper.	The man enjoys reading the newspaper every day
Invalidate	A technician hard at work.	Technician is watching television at home.
Support	A technician hard at work.	Technician is struggling to finish his task.
Neutral	A technician hard at work.	Salaries of technicians are not so great nowadays.
Invalidate	An individual is skiing or snowboarding	the man fell and hurt himself
Support	An individual is skiing or snowboarding	the slope is empty and he can enjoy all the space
Neutral	An individual is skiing or snowboarding	the sun was shinig and it wasn't very cold so many people wanted to skii
Invalidate	A large column of bicyclists is cycling down a road.	The bicyclists get food at a restaurant.
Support	A large column of bicyclists is cycling down a road.	The bicyclists peddle as fast as they can.
Neutral	A large column of bicyclists is cycling down a road.	Most people view bicycling as a good form of exercise.
Invalidate	Construction workers working outdoors with their backs to the camera.	the workers completed the construction work within one day.
Support	Construction workers working outdoors with their backs to the camera.	They construct with strong bricks and strong steel pipes.
Neutral	Construction workers working outdoors with their backs to the camera.	Most of the peoples wants to build their own house.
Invalidate	Young gymnast girls balancing on the balancing beam, with their hands on their hips.	The girls are taking a shower
Support	Young gymnast girls balancing on the balancing beam, with their hands on their hips.	The girls are very steady while they balance
Neutral	Young gymnast girls balancing on the balancing beam, with their hands on their hips.	To be agymnast you have to be very skillful
Invalidate	Two children practicing karate.	the lesson finished and the kids had to go home
Support	Two children practicing karate.	the two are training for the competition
Neutral	Two children practicing karate.	that gym is the best in the city
Invalidate	A boy wearing a red hat is standing in the middle of the road.	The boy arrived at the store.
Support	A boy wearing a red hat is standing in the middle of the road.	The boy is crossing the road to get to the store
Neutral	A boy wearing a red hat is standing in the middle of the road.	People sometimes stand in the middle of the road to cross it.
Invalidate	Two women roller derby players, competing in front of a referee who is dressed in a black striped shirt.	The game has concluded and players gone home for the evening.
Support	Two women roller derby players, competing in front of a referee who is dressed in a black striped shirt.	They both hurry and fight to get to the ball.
Neutral	Two women roller derby players, competing in front of a referee who is dressed in a black striped shirt.	Sports are a great way to stay active.
Invalidate	A couple sits alone in front of a large statue late at night.	They climb into bed
Support	A couple sits alone in front of a large statue late at night.	Their conversation is deep and intimate.
Neutral	A couple sits alone in front of a large statue late at night.	Many statues have historic or sentimental value to their local community.
Invalidate	One footballer is tackling another for the football.	Some men are drinking at a bar.
Support	One footballer is tackling another for the football.	The players are putting on their helmets.
Neutral	One footballer is tackling another for the football.	Head injuries are common in football.
Invalidate	A girl with one hand on her neck and one hand carrying an orange object.	She is going to reach home after finishing her purchase
Support	A girl with one hand on her neck and one hand carrying an orange object.	She feel thirsty as the summer season started today
Neutral	A girl with one hand on her neck and one hand carrying an orange object.	We should put the purchased items into the bag as we can have a chance to miss them when we are holding it on hand
Invalidate	Children gathered outside the Abubakar Umar Memorial Primary School.	The school day is over and the kids are all on the bus.
Support	Children gathered outside the Abubakar Umar Memorial Primary School.	The students wait for the doors to be unlocked.
Neutral	Children gathered outside the Abubakar Umar Memorial Primary School.	The primary school is a very popular school in the area.
Invalidate	Guy in flannel sweater, shorts and sandals miniature golfing.	The guy eating food at the amusement park.
Support	Guy in flannel sweater, shorts and sandals miniature golfing.	Guy swings his golf club and scores a hole-in-one.
Neutral	Guy in flannel sweater, shorts and sandals miniature golfing.	Amusement parks often have miniature golf courses at them.
Invalidate	An escape artist wearing Converse high tops struggles on one foot as a crowd looks on.	The escape artist have walked away to home with normal shoes after removing his Converse high tops.
Support	An escape artist wearing Converse high tops struggles on one foot as a crowd looks on.	The escape artist adjusted his shoes to perform the show comfortably.
