gold_label	sentence1	sentence2
Neutral	A snowboarder jumps high in the air over a snowy hill.	Most people view snowboarding as a fun winter sport.
Invalidate	A soldier, wearing fatigues playing the snare drum in the Army's Marching Band with other members of the band in the background.	The streets are filled with trash from yesterday's parade.
Support	A soldier, wearing fatigues playing the snare drum in the Army's Marching Band with other members of the band in the background.	This parade has a large turn out this year.
Neutral	A soldier, wearing fatigues playing the snare drum in the Army's Marching Band with other members of the band in the background.	The military's marching band had practiced for a few weeks.
Invalidate	Five children playing soccer.	children sitting and taking drinks
Support	Five children playing soccer.	a child kicks soccer ball very hard
Neutral	Five children playing soccer.	Playing soccer is always fun for children
Invalidate	The retriever is swimming out to the goose who is about to get away.	The dog takes a nap in his dog house.
Support	The retriever is swimming out to the goose who is about to get away.	The dog wades through the water as quickly as possible.
Neutral	The retriever is swimming out to the goose who is about to get away.	Most dogs enjoy swimming in the water.
Invalidate	He stands in uniform with only his shadow as company.	She sits with him
Support	He stands in uniform with only his shadow as company.	The person is alone and is going nowhere.
Neutral	He stands in uniform with only his shadow as company.	this uniform looks good
Invalidate	A blond woman on her cellphone clutching her wallet.	She ended the conversation and picked up her utensils after the waitress brought her breakfast.
Support	A blond woman on her cellphone clutching her wallet.	She listens with rapt attention while the doctor is giving her the news.
Neutral	A blond woman on her cellphone clutching her wallet.	She generally eats breakfast at the same diner every morning.
Invalidate	A group of players on a team are posing together.	The team is dispersing to their rides in the parking lot.
Support	A group of players on a team are posing together.	Everyone is smiling and posing for the camera.
Neutral	A group of players on a team are posing together.	Sportspeople like to take pictures to commemorate their games.
Invalidate	A gentlemen is giving a presentation via powerpoint.	The man is having a dialogue with his coworkers
Support	A gentlemen is giving a presentation via powerpoint.	The man's presentation is very thorough
Neutral	A gentlemen is giving a presentation via powerpoint.	Powerpoint is a very valuable tool for sharing ideas
Invalidate	A child is jumping into a pool while a man is watching the child	The two people get food at a restaurant.
Support	A child is jumping into a pool while a man is watching the child	The boy leaps as high as he can.
Neutral	A child is jumping into a pool while a man is watching the child	Most people love playing at the pool.
Invalidate	A group of children playing in the shallow water.	The children are eating their lunch in the sun light
Support	A group of children playing in the shallow water.	The children splash around in the puddle.
Neutral	A group of children playing in the shallow water.	Most children enjoy water sports.
Invalidate	A BMX motorcyclist dressed in protective gear and helmet, attempting a jump on a sandy dune.	The motorcycle lies on it's side badly damaged because of the crash.
Support	A BMX motorcyclist dressed in protective gear and helmet, attempting a jump on a sandy dune.	The wind is picking up and blowing in his face
Neutral	A BMX motorcyclist dressed in protective gear and helmet, attempting a jump on a sandy dune.	Stunt bikes are very entertaining to watch but also very dangerous for the riders.
Invalidate	A man is sitting on a bench and reading a book.	He is going to bed
Support	A man is sitting on a bench and reading a book.	He is studying something that is printed material in a park like area.
Neutral	A man is sitting on a bench and reading a book.	Studying a good information material will help to develop the knowledge and become intelligent.
Invalidate	Three kids and two adults are sitting at a table making ice cream sundaes.	kids had a great ice cream now they are playing.
Support	Three kids and two adults are sitting at a table making ice cream sundaes.	kids are helping  parents to making  ice cream.
Neutral	Three kids and two adults are sitting at a table making ice cream sundaes.	wow now days  kids are  helping to parents
Invalidate	The outside of a restaurant called El Triuneo.	Now at night the restaurant is called El Fracaso.
Support	The outside of a restaurant called El Triuneo.	The restaurant called El Triuneo is very famous
Neutral	The outside of a restaurant called El Triuneo.	The restaurant serves tasty food.
Invalidate	A street with a cafe and eatery in Italy.	There aren't cafes in Italy since last year.
Support	A street with a cafe and eatery in Italy.	The Main Street in Rome
Neutral	A street with a cafe and eatery in Italy.	Italy has great food and architecture.
Invalidate	A group of female athletes taking a break on the bench.	The female athletes went into the field and they are ready for the next event.
Support	A group of female athletes taking a break on the bench.	The female athletes are having some refreshing drink during the break.
Neutral	A group of female athletes taking a break on the bench.	Taking a break in between the sports events makes the female athlete more energetic.
Invalidate	A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.	After they entered the room the Cutco knife presentation begins to her surprise.
Support	A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.	They continues up the stairs for three more floors.
Neutral	A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.	All three of them were conversing about which movie they would like to see later on in the evening.
Invalidate	A man holds up a cardboard sign near a wall with red graffiti.	The man throws away his cardboard sign
Support	A man holds up a cardboard sign near a wall with red graffiti.	The man and other people are protesting
Neutral	A man holds up a cardboard sign near a wall with red graffiti.	The man looks tired and angry
Invalidate	A woman in a fur hat and fur coat stands outside a building.	A woman is going to her home.
Support	A woman in a fur hat and fur coat stands outside a building.	She appears to be waiting for a car.
Neutral	A woman in a fur hat and fur coat stands outside a building.	These days
Invalidate	a DJ in the middle of the room pushing buttons on a machine.	The DJ has gone to the toilet.
Support	a DJ in the middle of the room pushing buttons on a machine.	The DJ is currently playing music in the room.
Neutral	a DJ in the middle of the room pushing buttons on a machine.	DJs tend to press a lot of buttons when they mix music
Invalidate	Two children stand on their on hands inside a doorway, while 2 friends observe them.	The door is closed
Support	Two children stand on their on hands inside a doorway, while 2 friends observe them.	Supporting yourself with your body on your hands seems very difficult
Neutral	Two children stand on their on hands inside a doorway, while 2 friends observe them.	There are people who like to watch people doing exercises
Invalidate	The skateboarder gets to the top of the ramp.	He rolls down the ramp and prepares to execute his trick.
Support	The skateboarder gets to the top of the ramp.	the man is training for the competition
Neutral	The skateboarder gets to the top of the ramp.	it is a sunny day and many pople wnated to have some fresh air
Invalidate	Four fisherman drawing their nets near the shore.	The sea was too rough to go out and check on their catch
Support	Four fisherman drawing their nets near the shore.	They tug hard on the fish traps to avoid getting them stuck
Neutral	Four fisherman drawing their nets near the shore.	Nobody knew where they should park in the port
Invalidate	The white truck is stuck on the large rocks.	The white trucks not seen the rocks on way.
Support	The white truck is stuck on the large rocks.	Rocks makes the large truck to stop.
Neutral	The white truck is stuck on the large rocks.	Rocks are very hard acts like obstacles
Invalidate	People are bathing in water, possibly for religious reasons.	The participants dry themselves on shore and head to the pavilion for a lecture.
Support	People are bathing in water, possibly for religious reasons.	The water glistens as it pours from the priest's hands onto their heads.
Neutral	People are bathing in water, possibly for religious reasons.	The waterfall is popular with tourists and supplicants alike.
Invalidate	A woman plays with her dog on an obstacle course.	The woman sits on a bench while resting with her dog.
Support	A woman plays with her dog on an obstacle course.	The woman gives a cookie when the dog overcomes obstacles.
Neutral	A woman plays with her dog on an obstacle course.	The weather is favorable for playing with the dog this morning.
Invalidate	The team of soccer players is competing while wearing red, white, and green.	The players change into street clothes in the locker room.
Support	The team of soccer players is competing while wearing red, white, and green.	The players try to win the game.
Neutral	The team of soccer players is competing while wearing red, white, and green.	Soccer is the world's most popular sport.
Invalidate	A hockey played wearing a black jersey is surrounded by hockey players with white jerseys.	One of the hockey players skates by himself
Support	A hockey played wearing a black jersey is surrounded by hockey players with white jerseys.	The black team is going to make their first goal
Neutral	A hockey played wearing a black jersey is surrounded by hockey players with white jerseys.	Hockey is India's national game with many talented players both male and female.
Invalidate	Two children are walking through the woods.	The two people eat some food at home.
Support	Two children are walking through the woods.	The two people tell jokes and laugh while walking.
Neutral	Two children are walking through the woods.	Most young kids enjoy playing outside.
Invalidate	A bald man walking on a bridge.	he talking on his cellphone on the bridge.
Support	A bald man walking on a bridge.	He is observing the scenery near bridge while talking.
Neutral	A bald man walking on a bridge.	Walking on a bridge gives a thrilling experience.
Invalidate	Symphony director smiling while the musicians look on.	He is thanking all the musicians and waving a goodbye to the crowd
Support	Symphony director smiling while the musicians look on.	The director is orchestrating baton
Neutral	Symphony director smiling while the musicians look on.	Live performances with large symphony music troops are highly entertaining
Invalidate	Two men carrying fishing poles walking along the beach.	the didn't catch any fish that day
Support	Two men carrying fishing poles walking along the beach.	they go fishing in order to have some grilled fish
Neutral	Two men carrying fishing poles walking along the beach.	many people want to that shore in order to fish some rare fish
Invalidate	Blond children are dressed to play soccer.	The kids are celebrating their victory by going out to McDonalds for lunch.
Support	Blond children are dressed to play soccer.	The team are playing well making a lot of passes between themselves.
Neutral	Blond children are dressed to play soccer.	Soccer is a very popular game for children and they organise weekend tournaments.
Invalidate	A young girl is playing next to a fire hydrant that is spraying water.	A huge jet of water is flooding everything because of a leaking hydrant
Support	A young girl is playing next to a fire hydrant that is spraying water.	She is wet
Neutral	A young girl is playing next to a fire hydrant that is spraying water.	Usually parents like to let their daughters play with freedom
Invalidate	two males from the green team tackles the other members from black team for the ball in a game of rugby.	Players shaking hands after  match
Support	two males from the green team tackles the other members from black team for the ball in a game of rugby.	green team is under dog in this rugby match still gives tought fight and playing agressively.
Neutral	two males from the green team tackles the other members from black team for the ball in a game of rugby.	Rugby is one of the sports where you need strong physique and stamina to play.
Invalidate	Bikers participate in a two way street ride, with lanes separated by yellow cones.	Bikers are inspecting their bikes after the ride.
Support	Bikers participate in a two way street ride, with lanes separated by yellow cones.	Biker is riding his bike very fast.
Neutral	Bikers participate in a two way street ride, with lanes separated by yellow cones.	Bikers wear safe eqiupments when they take part in the race.
Invalidate	two people wearing masks, one green one purple.	They are having lunch.
Support	two people wearing masks, one green one purple.	They are using a protective covering for the nose and mouth when going outside.
Neutral	two people wearing masks, one green one purple.	They are going to have lunch
Invalidate	A man in black pants and a blue jacket watches a woman sitting on a hardwood floor in a brown jacket watch six TVs of varying sizes.	The TV store has finally opened and the woman previously looking in steps in to ask about some of their stocks.
Support	A man in black pants and a blue jacket watches a woman sitting on a hardwood floor in a brown jacket watch six TVs of varying sizes.	It seems the man would like to ask the woman out some time after she is done with her business with the TV shop.
Neutral	A man in black pants and a blue jacket watches a woman sitting on a hardwood floor in a brown jacket watch six TVs of varying sizes.	The woman decided that the 32-inch flatscreen TV is the one she's going to buy considering the price and the TV specs.
Invalidate	A man is standing with his hands out to his side inside of a green sculpture.	He is going to reach home
Support	A man is standing with his hands out to his side inside of a green sculpture.	He is representing the shaping figures made with botanical items.
Neutral	A man is standing with his hands out to his side inside of a green sculpture.	The art of making designs using plants will help to communicate the environment related messages to everyone.
Invalidate	A young man stands at the foot of a two-wheeled cart.	A police officer arrested the young man who stole the cart
Support	A young man stands at the foot of a two-wheeled cart.	he is there to buy some fresh bread
Neutral	A young man stands at the foot of a two-wheeled cart.	many people go to that shop becaise it's the best in town
Invalidate	A young male is performing stunts on a blue BMX bike.	The man parks his bike in his garage.
Support	A young male is performing stunts on a blue BMX bike.	He performs some bike stunts that are considered professional level.
Neutral	A young male is performing stunts on a blue BMX bike.	BMX biking has become a fun hobby for young kids.
Invalidate	The woman is using a powerful telescope to view some distant things that amazes her.	She is validating her findings by referencing some passages in an article she found on the internet.
Support	The woman is using a powerful telescope to view some distant things that amazes her.	A cluster of bright stars can be observed in the night sky tonight seemingly conveying a constellation.
Neutral	The woman is using a powerful telescope to view some distant things that amazes her.	People who have the means to purchase a powerful telescope can become aspiring astronomers by hobby in no time
Invalidate	People are relaxing or sleeping.	They are going to somewhere outside in the evening
Support	People are relaxing or sleeping.	They are enjoying themselves by taking a good nap.
Neutral	People are relaxing or sleeping.	Taking a good nap will help to maintain good health and lead a peaceful life.
Invalidate	a couple sitting by a small waterfall.	They were looking at the photos they took near the waterfall
Support	a couple sitting by a small waterfall.	They are trying to figure out to take best click with waterfall
Neutral	a couple sitting by a small waterfall.	Couples generally enjoy spending time together in outdoor
Invalidate	Man jogging on a city street.	He is in the supermarket.
Support	Man jogging on a city street.	He is listening to music while jogging.
Neutral	Man jogging on a city street.	Jogging is a healthy daily habit.
Invalidate	A man with sunglasses pointing at a car on a sunny day.	A man wearing sunglasses is crossing a road.
Support	A man with sunglasses pointing at a car on a sunny day.	A man in sun is looking at the car.
Neutral	A man with sunglasses pointing at a car on a sunny day.	People have to wait for long while crossing the roads.
Invalidate	While one ball player watches helplessly, another jumps and shoots the ball toward the basket.	Players are having a break between the game.
Support	While one ball player watches helplessly, another jumps and shoots the ball toward the basket.	Claire is putting their best effort to shoot the ball into to the basket.
Neutral	While one ball player watches helplessly, another jumps and shoots the ball toward the basket.	Ball players are very active during their game.
Invalidate	A group of people stand in the snow in a mountain.	there is no any people there  due to heavy snow fall
Support	A group of people stand in the snow in a mountain.	despite heavy snow fall people enjoying on mountain
Neutral	A group of people stand in the snow in a mountain.	people love snow and enjoy it
Invalidate	Asian people wearing helmet waiting to buy food.	The people take naps at their respective homes.
Support	Asian people wearing helmet waiting to buy food.	The people try to decide what they want to eat.
Neutral	Asian people wearing helmet waiting to buy food.	Most people enjoy eating food.
Invalidate	A young boy in a orange and black striped long-sleeved shirt, coloring.	The boy gets some food in the kitchen.
Support	A young boy in a orange and black striped long-sleeved shirt, coloring.	The boy tries to make the drawing look pretty.
Neutral	A young boy in a orange and black striped long-sleeved shirt, coloring.	Most young kids enjoy coloring.
Invalidate	One woman spikes a volleyball while two women try to block it.	In the afternoon
Support	One woman spikes a volleyball while two women try to block it.	A woman may successfully spike a volleyball which gave her team a point.
Neutral	One woman spikes a volleyball while two women try to block it.	A woman spiked a voleyball while 2 women blocking the ball caused it to hit the net.
Invalidate	A man is riding a horse that is trying to buck him off.	Ambulance takes a man who fell off his horse
Support	A man is riding a horse that is trying to buck him off.	The horse is beautiful
Neutral	A man is riding a horse that is trying to buck him off.	Many men like to ride a horse
Invalidate	A man is giving some kind of magic presentation to a family.	The father asks for shaking hands.
Support	A man is giving some kind of magic presentation to a family.	He entertrains the people by doing an illusory feat
Neutral	A man is giving some kind of magic presentation to a family.	Entertraining the people by doing an illusory feat will help to refresh their mind.
Invalidate	A dog sticking its face into the shower from a garden hose.	The dog rests inside its dog house.
Support	A dog sticking its face into the shower from a garden hose.	The dog gets sprayed with water.
Neutral	A dog sticking its face into the shower from a garden hose.	Most dogs like playing in water.
Invalidate	This is a large group of young people at a party.	Parking place get crowded with all rushing to their houses
Support	This is a large group of young people at a party.	Lighting is in sync with the music playing
Neutral	This is a large group of young people at a party.	Now a days we don't find elderly people joining crowded places
Invalidate	A quintet is posing for a photograph with their instruments- a cello, 3 violins and a clarinet.	A quintet ends playing his musical instruments.
Support	A quintet is posing for a photograph with their instruments- a cello, 3 violins and a clarinet.	They wearing different style of dresses with neat look.
Neutral	A quintet is posing for a photograph with their instruments- a cello, 3 violins and a clarinet.	He loves to hold a piano .
Invalidate	Firefighter cordon off area of city.	they have put out a fire 2 hours before.
Support	Firefighter cordon off area of city.	they are putting out fire.
Neutral	Firefighter cordon off area of city.	Fire is a serious threat to everyone in the world.
Invalidate	A group of young children hanging out together in their neighborhood.	kids at home having dinner
Support	A group of young children hanging out together in their neighborhood.	children are disturbing the neighbourhood
Neutral	A group of young children hanging out together in their neighborhood.	kids play a lot in the day
Invalidate	Old man sitting near a metal fence outside looking towards a car.	The old man stood up to go back inside his house.
Support	Old man sitting near a metal fence outside looking towards a car.	Observing moving vehicles seem to be enjoyable to the elderly.
Neutral	Old man sitting near a metal fence outside looking towards a car.	Many vehicles pass by the place.
Invalidate	a man in a pink shirt herding goats in a ring	the man lost many sheeps that day because of a theif
Support	a man in a pink shirt herding goats in a ring	the dog hepling the man with his job
Neutral	a man in a pink shirt herding goats in a ring	every morning the man does the same routine
Invalidate	A crowd is assembled and cheering for an on stage performance.	The crowd leave the arena in their respective cars.
Support	A crowd is assembled and cheering for an on stage performance.	The crowd tries to be as loud as possible.
Neutral	A crowd is assembled and cheering for an on stage performance.	Most people enjoy watching performances.
Invalidate	Two Asian woman standing wearing kimonos, while smiling.	A woman is cleaning her house.
Support	Two Asian woman standing wearing kimonos, while smiling.	Two women are applying makeup.
Neutral	Two Asian woman standing wearing kimonos, while smiling.	The embroidery on kimonos can be quite intricate.
Invalidate	A crowd of people are in the street for a public event.	The crowd of people goes for dinner in the evening.
Support	A crowd of people are in the street for a public event.	The free public event took place a two pm.
Neutral	A crowd of people are in the street for a public event.	The parking lot at the public event was full after only 30 minuets.
Invalidate	A man sitting at a table wears a red sweater while two glasses of water rest on the table; one glass is half empty.	He is standing to order some drink.
Support	A man sitting at a table wears a red sweater while two glasses of water rest on the table; one glass is half empty.	He is going to have lunch
Neutral	A man sitting at a table wears a red sweater while two glasses of water rest on the table; one glass is half empty.	By wearing an appropriate cloth and drinking more aqua
Invalidate	a boy standing by a swimming pool	The boy takes a nap at home.
Support	a boy standing by a swimming pool	The boy thinks about jumping in.
Neutral	a boy standing by a swimming pool	Most children enjoy swimming in the pool.
Invalidate	A golden dog is jumping in an attempt to catch a ball.	The black dog is sleeping in the living room.
Support	A golden dog is jumping in an attempt to catch a ball.	He is trying to catch the ball in the afternoon sun in the backyard.
Neutral	A golden dog is jumping in an attempt to catch a ball.	The ball is not always bouncy.
Invalidate	Young boy in a field carrying a flag.	Then returns home without the flag.
Support	Young boy in a field carrying a flag.	Then he returns with the same flag plus a new flag
Neutral	Young boy in a field carrying a flag.	Fresh air will do the body good.
Invalidate	Kids and adults walk down path in a tree farm.	The path is dark now at night
Support	Kids and adults walk down path in a tree farm.	The tree farm blares messages to their customers through their loudspeakers every 5 minutes
Neutral	Kids and adults walk down path in a tree farm.	Adults and children are barefoot and painted red on the tree farm visit
Invalidate	the boy wearing a white t-shirt	He changes into pyjamas
Support	the boy wearing a white t-shirt	He can smell the shirt
Neutral	the boy wearing a white t-shirt	White clothes need high maintenance
Invalidate	Two surgeons in blue with white masks and glasses perform surgery	they had to stop because the man died during the operation
Support	Two surgeons in blue with white masks and glasses perform surgery	Everyone is expecting that the man could survive
Neutral	Two surgeons in blue with white masks and glasses perform surgery	those are the best in the country for heart operations
Invalidate	A group of people with instruments are standing in the middle of a street.	Someone left their guitar on the side of the deserted street and it's getting wet in the rain.
Support	A group of people with instruments are standing in the middle of a street.	The banjos are striking the mood and the other instruments are joining in
Neutral	A group of people with instruments are standing in the middle of a street.	Street parades are popular events attracting large crowds particularly to listen to the band playing.
Invalidate	A man sitting on sidewalk with shirt over his head.	The man gets food at a snack bar.
Support	A man sitting on sidewalk with shirt over his head.	The man relaxes while off his feet.
Neutral	A man sitting on sidewalk with shirt over his head.	Most people prefer sitting to standing.
Invalidate	Three women in white clothes and white angel wings are juggling.	one of the balls fell on the ground and one woman stopped
Support	Three women in white clothes and white angel wings are juggling.	Juggling in the park is happening on halloween.
Neutral	Three women in white clothes and white angel wings are juggling.	many people went there to see the show
Invalidate	A woman in a red shirt is standing inside next to a table.	The woman is walking through through the forest
Support	A woman in a red shirt is standing inside next to a table.	The woman stares at a vase of flowers on the table
Neutral	A woman in a red shirt is standing inside next to a table.	Red dresses are very expensive
Invalidate	several young asian people carrying black and white flags	The asian crowd is finally taking a break after all the protesting in the hot afternoon sun
Support	several young asian people carrying black and white flags	They are chanting songs of justice and equality and looking for answers from their government
Neutral	several young asian people carrying black and white flags	To protest is to resist
Invalidate	A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller.	A boy is eating to the food at home.
Support	A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller.	The boy is making believe that he is a member of rescue team.
Neutral	A young boy in a white and red polo shirt is playing in the grass with what looks like a tiny propeller.	The boy enjoy to the playing.
Invalidate	The child is jumping at dusk.	The child sleeps because he is tired from exercising.
Support	The child is jumping at dusk.	The child wants to see if he can beat his previous jumping record.
Neutral	The child is jumping at dusk.	Many children enjoy jumping around and playing outside.
Invalidate	Three people of various ages are relaxing near a log in a grassy area.	They are having their dinner
Support	Three people of various ages are relaxing near a log in a grassy area.	They feel tensed today and wanted to take some rest to bring freshness in mind
Neutral	Three people of various ages are relaxing near a log in a grassy area.	By spending a quality time at the agricultural place
Invalidate	A man prepares a billboard for display	He is looking at a billboard placed near a street.
Support	A man prepares a billboard for display	A man puts an advertisement poster in the Billboard.
Neutral	A man prepares a billboard for display	Billboards are putting advertisement posters on them.
Invalidate	A man is standing on a ladder in front of a cross, while a person is holding the ladder.	A beautiful crucifix sits on top of a hillside for everyone to see.
Support	A man is standing on a ladder in front of a cross, while a person is holding the ladder.	A fresh new white coat of paint is being applied.
Neutral	A man is standing on a ladder in front of a cross, while a person is holding the ladder.	People see it as a sign of hope on their drive home from work.
Invalidate	A man is sleeping on the grass.	the road to the grass is closed
Support	A man is sleeping on the grass.	Five people are seeing a man sleeping on the grass
Neutral	A man is sleeping on the grass.	No one else saw a man sleeping in somewhere
Invalidate	Dogs chase each other.	They get tired and are sitting by their owners.
Support	Dogs chase each other.	They look happy running in the park after being kept all day in the apartments.
Neutral	Dogs chase each other.	I would like to be dog-walker as a part time job since it seems fun.
Invalidate	An old man unwrapping a present covered in newspaper, while a toddler plays with the scraps.	A toddler has just gone down for his afternoon nap.
Support	An old man unwrapping a present covered in newspaper, while a toddler plays with the scraps.	The toddlers mom has a garbage bag to collect the newspaper.
Neutral	An old man unwrapping a present covered in newspaper, while a toddler plays with the scraps.	Recycling wrapping paper is important for the enviroment.
Invalidate	A shirtless man leaning off scaffolding surrounded by hanging yellow fabric.	The man gets some food at a restaurant.
Support	A shirtless man leaning off scaffolding surrounded by hanging yellow fabric.	The man tries not to be scared by how high up he is.
Neutral	A shirtless man leaning off scaffolding surrounded by hanging yellow fabric.	Most people are scared of heights.
Invalidate	A male working on a scientific experiment.	He sees different results this time
Support	A male working on a scientific experiment.	Written records are giving insights to him
Neutral	A male working on a scientific experiment.	Experiments generally take multiple attempts
Invalidate	A snowboarder is jumping over a snowbank in a snow park	He is going to reach home
Support	A snowboarder is jumping over a snowbank in a snow park	He leaps up a pile of the fall of flakes of ice crystals precipitation in an area of ski trail.
Neutral	A snowboarder is jumping over a snowbank in a snow park	Leaps up a pile of the fall of flakes of ice crystals precipitation in an area of ski trail will help to stay with mindfulness.
Invalidate	A young girl is playing baseball and is striking out.	Bobby ran outside to get the balls ready for the next game
Support	A young girl is playing baseball and is striking out.	Jane is having a great time shooting hoops into the nets
Neutral	A young girl is playing baseball and is striking out.	Eugene connected the dots so closely together.
Invalidate	A young woman with blond-hair, wearing a gray dress, and red tights, listens to music as she walks briskly to her destination.	A security officer is checking a young woman id card and asking to swift of the phone.
Support	A young woman with blond-hair, wearing a gray dress, and red tights, listens to music as she walks briskly to her destination.	the crossing section shows the green pedestrian light
Neutral	A young woman with blond-hair, wearing a gray dress, and red tights, listens to music as she walks briskly to her destination.	Now a days people prefer walking to their walkable office or destination
Invalidate	Two men riding the train look out the window	he got motion sickness
Support	Two men riding the train look out the window	This train is the best way to see the scenery.
Neutral	Two men riding the train look out the window	the train is the only place he can relax and free his mind.
Invalidate	A person riding a bike jumps through the air high above a bumpy racetrack.	The bike rider is sent to a hospital after sustaining a major injury from doing amateur tricks on their bike.
Support	A person riding a bike jumps through the air high above a bumpy racetrack.	He seems very happy in pulling off the bunny-hop trick he's been practicing to perfect all this time.
Neutral	A person riding a bike jumps through the air high above a bumpy racetrack.	Bunny-hopping is a very awesome-looking yet harder trick to pull off to jump over small - medium obstacles in your path as you ride your bike.
Invalidate	A child outside with snow.	Everyone had gone home for dinner
Support	A child outside with snow.	He built a snowman and gives him a name.
Neutral	A child outside with snow.	Not everyone is a fan of the cold weather.
Invalidate	A boy in a bathing suit stands in water.	the boy was called out of the water by his parents
Support	A boy in a bathing suit stands in water.	He enjoys being wet
Neutral	A boy in a bathing suit stands in water.	the family goes there every year for the summer holidays
Invalidate	A man holds a food processor with flour, eggs, and an orange in the foreground.	The cake he made is great
Support	A man holds a food processor with flour, eggs, and an orange in the foreground.	he is making a cake for his son
Neutral	A man holds a food processor with flour, eggs, and an orange in the foreground.	the eggs fall on the ground
Invalidate	A girl standing in a shallow creek, wearing stilts.	A girl stand with holding stilts.
Support	A girl standing in a shallow creek, wearing stilts.	A girl alonely stand in shallow creek.
Neutral	A girl standing in a shallow creek, wearing stilts.	A girl stand with stilts.
Invalidate	a young girl reading a literary classic "to kill a mockingbird".	a young girl going for an afternoon walk
Support	a young girl reading a literary classic "to kill a mockingbird".	a young girl turning the lights on to see clearly
Neutral	a young girl reading a literary classic "to kill a mockingbird".	a young girl staying up past her bed time
Invalidate	A man in blue jeans is reaching for something on a truck.	The man eats food at a restaurant.
Support	A man in blue jeans is reaching for something on a truck.	The man stretches really far.
Neutral	A man in blue jeans is reaching for something on a truck.	Most people like to wear blue jeans.
Invalidate	The makeup artist is getting this man ready.	The man's acting is really good.
Support	The makeup artist is getting this man ready.	He need to be ready to go on set in one hour.
Neutral	The makeup artist is getting this man ready.	Its amazing the transformations these artists can achieve with make up.
Invalidate	Doctors are performing surgery.	Doctors discharging the patient from the hospital.
Support	Doctors are performing surgery.	The doctors are inspecting the patient very carefully.
Neutral	Doctors are performing surgery.	Doctors are god for the patients.
Invalidate	A skateboarder rides down a rail.	The cast on the boy's arm itches.
Support	A skateboarder rides down a rail.	He feels the wind through his hair as he sails down the rail.
Neutral	A skateboarder rides down a rail.	Grinding on rails is a neat skateboarding trick.
Invalidate	a senior citizen playing the tuba	The senior citizen takes a nap.
Support	a senior citizen playing the tuba	The old person plays his favorite song on the tuba.
Neutral	a senior citizen playing the tuba	Playing an instrument is a fun way to pass the time for senior citizens.
Invalidate	The man is wearing rolled up blue jeans and holding a video camera on a stone beach.	The man is eating a sandwich on the hot sand.
Support	The man is wearing rolled up blue jeans and holding a video camera on a stone beach.	The waves crash at the man's ankles.
Neutral	The man is wearing rolled up blue jeans and holding a video camera on a stone beach.	Dolphins are seen jumping out from the water.
Invalidate	Two big dogs play in the snow under a tree.	They are going to search food for lunch
Support	Two big dogs play in the snow under a tree.	They are enjoying the white blossoms near a plant environment.
Neutral	Two big dogs play in the snow under a tree.	Leisure activities during the fall of flakes of ice crystals precipitation will help to refresh the mind and lead a peaceful life.
Invalidate	Two children are playing a game of Cricket.	The children get some food in the kitchen.
Support	Two children are playing a game of Cricket.	Both children are trying to win.
Neutral	Two children are playing a game of Cricket.	Most people have never played Cricket.
Invalidate	In the foreground, a man in a striped shirt drinks something from a bottle while behind him stand two women with dark hair and black shirts in front of a crowd in an urban setting.	The cleaners are busy picking up all the litter left by the crowds who were celebrating the formula 1 victory.
Support	In the foreground, a man in a striped shirt drinks something from a bottle while behind him stand two women with dark hair and black shirts in front of a crowd in an urban setting.	He is spraying a good deal of champagne at the fans near the podium to celebrate his victory of the championship.
Neutral	In the foreground, a man in a striped shirt drinks something from a bottle while behind him stand two women with dark hair and black shirts in front of a crowd in an urban setting.	Formula 1 champions celebrate their victory by opening champagne on the stage and spraying the people around him as well as the crowds.
Invalidate	A man climbing a cliff face.	The man gets some food at a restaurant.
Support	A man climbing a cliff face.	The man tries to maintain a strong grip.
Neutral	A man climbing a cliff face.	Most people see rock climbing as a dangerous sport.
Invalidate	A black dog carrying a colorful ball swims.	one cat is fighting with the dog on street
Support	A black dog carrying a colorful ball swims.	yes its true statement that dog being carried a ball while swimming
Neutral	A black dog carrying a colorful ball swims.	i am not sure about the actual story is it might get true or false
Invalidate	A man on a cellphone stands in front of a restaurant.	A man is having dinner in the restaurant.
Support	A man on a cellphone stands in front of a restaurant.	He is clicking selfies standing near the restaurant.
Neutral	A man on a cellphone stands in front of a restaurant.	People like resturants for clicking pictures more than eating now a days.
Invalidate	two female cowgirls sitting on well maintained horses wearing white hats.	two cowgirls buy two tickets for the movie show in the theatre
Support	two female cowgirls sitting on well maintained horses wearing white hats.	They looking for the tourisit for riding horse
Neutral	two female cowgirls sitting on well maintained horses wearing white hats.	riding horse is a interesting thing to all people
Invalidate	A small boy wearing a white shirt pushes a gray shopping cart.	Small boy brings the things to his home
Support	A small boy wearing a white shirt pushes a gray shopping cart.	Small boy added milk powders  in the shopping cart
Neutral	A small boy wearing a white shirt pushes a gray shopping cart.	At this days
Invalidate	A fluffy dog carries a stick through snow.	The dog eats food out of his bowl.
Support	A fluffy dog carries a stick through snow.	The dog kicks up white powder while walking.
Neutral	A fluffy dog carries a stick through snow.	Most dogs like to play with sticks.
Invalidate	A man and a woman smile as they sit in yellow lawn chairs.	They are sleep to the chair.
