gold_label	sentence1	sentence2
Support	A man is leaning back in a chair drinking soda and eating.	the soda drink is a bit hot
Neutral	A man is leaning back in a chair drinking soda and eating.	it feels good to take a break while having something
Invalidate	Children are getting sprayed by a water sprinkler.	The children are drying themselves with a towel
Support	Children are getting sprayed by a water sprinkler.	The garden is soaking wet and covered in puddles
Neutral	Children are getting sprayed by a water sprinkler.	Children love to play in sprinklers when it is warm
Invalidate	A little girl is jumping into a breaking wave on the beach.	Her mother changed the wet clothes of the girl
Support	A little girl is jumping into a breaking wave on the beach.	Parents are capturing the happy moments of her in camera
Neutral	A little girl is jumping into a breaking wave on the beach.	Most people love playing at beach and touch of waves
Invalidate	Three young boys playing with tires, with adult close by.	The boys put on their pajamas.
Support	Three young boys playing with tires, with adult close by.	The adult brings out a few more toys to play with.
Neutral	Three young boys playing with tires, with adult close by.	The boys are all under ten years old.
Invalidate	With a building facade in the background, a man stands upon the shoulders of another while holding several burning sticks.	They move to a other state by airways to perform
Support	With a building facade in the background, a man stands upon the shoulders of another while holding several burning sticks.	While climbing up the shoulder the burning sticks may injure his hand
Neutral	With a building facade in the background, a man stands upon the shoulders of another while holding several burning sticks.	These days the magical trick are done with real burning sticks
Invalidate	A veiled woman reads aloud from a sheet of paper into a microphone.	The lady with the veil is saying goodbye to her guests
Support	A veiled woman reads aloud from a sheet of paper into a microphone.	The microphone she is using is bright blue one
Neutral	A veiled woman reads aloud from a sheet of paper into a microphone.	Its lovely to give a nice speech at dinner parties
Invalidate	Two sunbathing people are sitting on a bench in front of a bride and groom.	They are putting on there shirts
Support	Two sunbathing people are sitting on a bench in front of a bride and groom.	They appeared to all be taking a picture together.
Neutral	Two sunbathing people are sitting on a bench in front of a bride and groom.	Beach weddings are very popular.
Invalidate	A family posing for their portrait.	Four members of the family suffer from random and involuntary seizures
Support	A family posing for their portrait.	It is the family's last day before their baby son goes off to college
Neutral	A family posing for their portrait.	About half of the family are purely ambivalent about portrait-taking
Invalidate	The brown dog and the black dog with green harnesses are in the sand.	Two dogs are barking at each other outside of the sand
Support	The brown dog and the black dog with green harnesses are in the sand.	Two dogs are resting in open sun.
Neutral	The brown dog and the black dog with green harnesses are in the sand.	Dogs are loyal to their masters.
Invalidate	Two people wearing sunglasses sleeping on a bench.	They are going to drink tea
Support	Two people wearing sunglasses sleeping on a bench.	They like to wear glasses during sleep
Neutral	Two people wearing sunglasses sleeping on a bench.	They will come to my school
Invalidate	Workers standing in a work zone.	The workers are on their lunch break eating soup.
Support	Workers standing in a work zone.	The workers are waiting for their manager to give them directions at the work zone.
Neutral	Workers standing in a work zone.	A lot of people are hard workers too.
Invalidate	A man is getting a ticket from a police officer.	The man drives to his house.
Support	A man is getting a ticket from a police officer.	The man worries the office will find drugs in his car.
Neutral	A man is getting a ticket from a police officer.	Most people hating getting driving tickets.
Invalidate	People sitting together while one of them is taking pictures.	They are going to have dinner
Support	People sitting together while one of them is taking pictures.	They are celebrating a family function grandly
Neutral	People sitting together while one of them is taking pictures.	Togetherness with a family gives a lot of courage
Invalidate	Two boys eating apples playing on a cement car barrier	The boys take naps in their beds.
Support	Two boys eating apples playing on a cement car barrier	The boys chew the fruit.
Neutral	Two boys eating apples playing on a cement car barrier	Most people like to chomp apples.
Invalidate	People are commuting around a busy city intersection.	The people eat food in their respective kitchens.
Support	People are commuting around a busy city intersection.	The people try to get to work as fast as they can.
Neutral	People are commuting around a busy city intersection.	Most people have to commute to work.
Invalidate	A man plays guitar along the side of a street.	The man packs his guitar to leave the street.
Support	A man plays guitar along the side of a street.	While the man is playing guitar
Neutral	A man plays guitar along the side of a street.	Most people plays guitar in the street for money.
Invalidate	There are two girls sitting at a table reading menus while the waiter stands at the table.	The waiter walks into the kitchen to give their order to the chef.
Support	There are two girls sitting at a table reading menus while the waiter stands at the table.	The waiter asks if they'd like to start with anything to drink.
Neutral	There are two girls sitting at a table reading menus while the waiter stands at the table.	The waiter has worked at this restaurant for years.
Invalidate	A brown and white dog in the air next two a purple Frisbee above grass.	The dog rests in his dog house.
Support	A brown and white dog in the air next two a purple Frisbee above grass.	The dog tries to stay airbourne.
Neutral	A brown and white dog in the air next two a purple Frisbee above grass.	Most dogs like to play with a Frisbee.
Invalidate	Three children wrestle on a floral carpet.	Three children take turns taking showers before bed.
Support	Three children wrestle on a floral carpet.	The child cries that his arm hurts while his brothers laugh.
Neutral	Three children wrestle on a floral carpet.	Wrestling is becoming a very popular sport to watch on television.
Invalidate	An elderly woman stands with her purse	A young man steals her purse and runs away fast.
Support	An elderly woman stands with her purse	Her purse seems to be worn out.
Neutral	An elderly woman stands with her purse	Most elderly women don't carry handbags nowadays.
Invalidate	Young girl plays checkers.	Player is analyzing the wrong moves she took in the last game
Support	Young girl plays checkers.	She has better strategy for a game like this
Neutral	Young girl plays checkers.	Professional training helps checkers players
Invalidate	Indian man wearing a mask, dirty and hard at work.	The man is having a well earned shower before going to bed.
Support	Indian man wearing a mask, dirty and hard at work.	The stench of the sewers seems to penetrate through the mask and he is wincing at the smell.
Neutral	Indian man wearing a mask, dirty and hard at work.	Masks are important personal protective equipment when it comes to working in environments with hazardous substances.
Invalidate	Two girls talking while sitting on the stairs.	a strong explosion was heard and everyone rushes to take cover
Support	Two girls talking while sitting on the stairs.	it's hard to build stairs like that
Neutral	Two girls talking while sitting on the stairs.	many people usually talk on stairs
Invalidate	A group of people who look to be of all descents playing with some form of fireworks.	They are washing their hands with soap.
Support	A group of people who look to be of all descents playing with some form of fireworks.	They must love to burst fireworks in their free time.
Neutral	A group of people who look to be of all descents playing with some form of fireworks.	Safety precautions must be followed before bursting fireworks.
Invalidate	A man vaults over a high bar.	A man is resting near the bar
Support	A man vaults over a high bar.	A man going to the bar
Neutral	A man vaults over a high bar.	a man is a good athlete
Invalidate	Two girls and a parent getting a dorm room set up for the school year.	The parent gets in their car to go home.
Support	Two girls and a parent getting a dorm room set up for the school year.	The girls hang posters on the dorm room wall.
Neutral	Two girls and a parent getting a dorm room set up for the school year.	College students often form bonds with their dorm room mates.
Invalidate	Three people stand looking in the direction of some mountains.	People start to go to direction of the mountain
Support	Three people stand looking in the direction of some mountains.	Some of them are using binoculars
Neutral	Three people stand looking in the direction of some mountains.	Now a days peoples love to trekking mountains
Invalidate	A boy does a skateboarding trick in the air while holding the board with his left hand.	Although the boy was not able to maintain any air-time.
Support	A boy does a skateboarding trick in the air while holding the board with his left hand.	The trick that the boy performs amazes the crowd.
Neutral	A boy does a skateboarding trick in the air while holding the board with his left hand.	A skateboarding trick can be any sort of grabbing or flipping manuever of the board.
Invalidate	Two people in heaving clothing preparing food on a mountain.	The people sleep in a tent.
Support	Two people in heaving clothing preparing food on a mountain.	The people make their favorite dishes.
Neutral	Two people in heaving clothing preparing food on a mountain.	Most people like to cook food.
Invalidate	Two dogs are running through the grass.	They are about to eat dinner.
Support	Two dogs are running through the grass.	The dogs run fast throughout the grass in the meadow.
Neutral	Two dogs are running through the grass.	The grass in the yard is long.
Invalidate	A mountain biker in red is riding on a woodland path.	Biker is fixing his bike.
Support	A mountain biker in red is riding on a woodland path.	The biker is surprised by the massive trees.
Neutral	A mountain biker in red is riding on a woodland path.	Biking alone in the mountains can be exciting.
Invalidate	People on a bridge look at the water.	The people go to a restaurant to eat.
Support	People on a bridge look at the water.	The people think about going swimming.
Neutral	People on a bridge look at the water.	Most people enjoy spending time in the water.
Invalidate	A woman serves food on the side of the road.	The woman takes a nap at home.
Support	A woman serves food on the side of the road.	The woman gives everyone something to eat.
Neutral	A woman serves food on the side of the road.	Most people like to help out at food shelters.
Invalidate	A group of women holding hands walking down a street.	The women get food at a restaurant.
Support	A group of women holding hands walking down a street.	The women maintain their hand grip.
Neutral	A group of women holding hands walking down a street.	Most women like to hold hands.
Invalidate	A large woman with long pink hair dressed in black is laying on a tree trunk talking to a man who is crouched down next to her.	The man is at his home eating dinner.
Support	A large woman with long pink hair dressed in black is laying on a tree trunk talking to a man who is crouched down next to her.	The man tells the woman that he really likes her pink dress.
Neutral	A large woman with long pink hair dressed in black is laying on a tree trunk talking to a man who is crouched down next to her.	The woman's pink dress has a large hole in it
Invalidate	Young swimmer in a green bathing cap performs the breaststroke.	Young swimmer is taking some rest.
Support	Young swimmer in a green bathing cap performs the breaststroke.	The swimmer tries to maintain form.
Neutral	Young swimmer in a green bathing cap performs the breaststroke.	These days youngsters are interested to perfrom a breaststroke.
Invalidate	a dog jumps over a fallen tree.	He barks as he continues his search for his ball.
Support	a dog jumps over a fallen tree.	He is trying to catch a ball.
Neutral	a dog jumps over a fallen tree.	It is easy to see why dogs are man's best friend.
Invalidate	A man operates a drill while working on the window of a building.	The man is inside a hardware store buying supplies.
Support	A man operates a drill while working on the window of a building.	He is fixing a broken window frame.
Neutral	A man operates a drill while working on the window of a building.	Care should be taken while operating the drill.
Invalidate	Two people lounge in a large outdoor area.	the two go and get the kids at school
Support	Two people lounge in a large outdoor area.	they have just finished having lunch
Neutral	Two people lounge in a large outdoor area.	the neighbour was watering the plants
Invalidate	Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.	They are eating the sausages
Support	Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.	They will be very disappointed with their results
Neutral	Three young men are giving the thumbs up sign while grilling sausages on a small barbecue.	Grilling sausages is a very easy task
Invalidate	A young man in a tank top doing a stunt on a skateboard.	The man gets some food at a restaurant.
Support	A young man in a tank top doing a stunt on a skateboard.	The man tries to land his trick.
Neutral	A young man in a tank top doing a stunt on a skateboard.	Most people see skateboarding as dangerous.
Invalidate	A toddler in a blue onesie playing with a pointy black car toy.	The toddler takes a nap in his crib.
Support	A toddler in a blue onesie playing with a pointy black car toy.	The toddler pretends to drive the car.
Neutral	A toddler in a blue onesie playing with a pointy black car toy.	Most toddlers enjoy playing with toys.
Invalidate	A young woman wearing gray and crystal beads wearing dark nail polish is looking down.	She is going to have dinner
Support	A young woman wearing gray and crystal beads wearing dark nail polish is looking down.	She feels some discomfort to prepare herself for doing some commercials
Neutral	A young woman wearing gray and crystal beads wearing dark nail polish is looking down.	Working for a good advertisement will help to become famous and strong in achieving anything.
Invalidate	Many people are clustered closely together, and several of them have alcohol.	Everyone had gone home to bed.
Support	Many people are clustered closely together, and several of them have alcohol.	They enjoy their drinks while dancing and talking.
Neutral	Many people are clustered closely together, and several of them have alcohol.	Alcohol should be consumed responsibly always.
Invalidate	A group of children parade with a rainbow flag and multicolored balloons.	children are playing indoor games.
Support	A group of children parade with a rainbow flag and multicolored balloons.	they participate in the freedom parade
Neutral	A group of children parade with a rainbow flag and multicolored balloons.	parade is one of the way to got people's  equal right
Invalidate	A man walks along a sidewalk outside of a record shop while a person sits nearby taking pictures.	the record shop is closed and he walks away
Support	A man walks along a sidewalk outside of a record shop while a person sits nearby taking pictures.	the man in the shop is inviting him to come in
Neutral	A man walks along a sidewalk outside of a record shop while a person sits nearby taking pictures.	the record shop was a storical place for music lovers
Invalidate	Three men with ear protectors on are holding a gun and practicing shooting at a shooting range.	They are going to have dinner
Support	Three men with ear protectors on are holding a gun and practicing shooting at a shooting range.	They are feeling pain in hand due to continous training session
Neutral	Three men with ear protectors on are holding a gun and practicing shooting at a shooting range.	Rifle sport helps to develop aiming ability and become sharp in doing all activites
Invalidate	A dog jumps to catch a red Frisbee in the yard.	a dogs sits down to eat
Support	A dog jumps to catch a red Frisbee in the yard.	dogs enjoy playing with frisbys
Neutral	A dog jumps to catch a red Frisbee in the yard.	its fun to play with your dog
Invalidate	Two big dogs play in the snow under a tree.	The dogs each rest in their dog houses.
Support	Two big dogs play in the snow under a tree.	The dogs enjoy the cold white powder on their paws.
Neutral	Two big dogs play in the snow under a tree.	Most dogs enjoy playing in the snow.
Invalidate	A man and two women at a restaurant talking and having drinks.	After completing their lunch at the restaurant
Support	A man and two women at a restaurant talking and having drinks.	Family members including a man and his two sisters are talking about their mother.
Neutral	A man and two women at a restaurant talking and having drinks.	Eating at a restaurant has become more expensive due to the rising inflation.
Invalidate	A young girl rides a unicycle next to another riding a scooter on a busy street.	The girls gets some food in the kitchen.
Support	A young girl rides a unicycle next to another riding a scooter on a busy street.	The girls try to avoid several cars on the road.
Neutral	A young girl rides a unicycle next to another riding a scooter on a busy street.	Most girls like to play in the street outside.
Invalidate	An electrician is working to install wires upon a pole on a roof.	an electrician is getting dinner
Support	An electrician is working to install wires upon a pole on a roof.	the electrician is currently at work
Neutral	An electrician is working to install wires upon a pole on a roof.	electricians sometimes come around to fix wire issues
Invalidate	A woman wearing a brown jacket, a brown scarf and carrying a brown purse and white bag walks down a street in a busy neighborhood.	She is desperately looking for her handbag but she can't remember where she left it as it is such a common kind it would be bound to be rather inconspicuous.
Support	A woman wearing a brown jacket, a brown scarf and carrying a brown purse and white bag walks down a street in a busy neighborhood.	The bags are feeling rather heavy as she hurries down the street towards the train station but she keeps having to dodge people.
Neutral	A woman wearing a brown jacket, a brown scarf and carrying a brown purse and white bag walks down a street in a busy neighborhood.	It is not easy to navigate in a crowded street during peak hour specially when your hands are full carrying bags.
Invalidate	TWo people walking into a shadow in one direction while another walks in the midst of it.	The night is cold with a fine drizzle
Support	TWo people walking into a shadow in one direction while another walks in the midst of it.	This building casts a huge shadow on the street
Neutral	TWo people walking into a shadow in one direction while another walks in the midst of it.	People like to walk accompanied to talk
Invalidate	A young girl in a bathing suit, drinking from a green glass bottle	The girl eats food in the kitchen.
Support	A young girl in a bathing suit, drinking from a green glass bottle	The girl chugs the drink.
Neutral	A young girl in a bathing suit, drinking from a green glass bottle	Most people like drinking beer out of bottles.
Invalidate	A boy in swimming trunks is splashing in a swimming pool.	The boy has dried off in the sun while eating icecream.
Support	A boy in swimming trunks is splashing in a swimming pool.	The child plays in the pool before lunch to open up their appetite.
Neutral	A boy in swimming trunks is splashing in a swimming pool.	The swimming pool is cleaned once a week.
Invalidate	A little girl sitting in a small chair outdoors.	A little girl sleeping in the bed
Support	A little girl sitting in a small chair outdoors.	The park is lot of little chairs for girls and boys to sit.
Neutral	A little girl sitting in a small chair outdoors.	Childrens always want to be in outdoors
Invalidate	A band is outside playing cylindrical instruments.	the band was stopped by the police because of the noise
Support	A band is outside playing cylindrical instruments.	people passing by stop to hear that fantastic music
Neutral	A band is outside playing cylindrical instruments.	the band often performs in a club on Saturday nights.
Invalidate	Two boys doing bike tricks off wooden ramps.	The boys park their bikes in the garage.
Support	Two boys doing bike tricks off wooden ramps.	The boys are set to try their biggest tricks.
Neutral	Two boys doing bike tricks off wooden ramps.	Bike riding is a very fun hobby.
Invalidate	A little girl brown hair smiles in the swimming pool.	The girl gets some food at the snack bar.
Support	A little girl brown hair smiles in the swimming pool.	The girl flashes all of her teeth.
Neutral	A little girl brown hair smiles in the swimming pool.	Most girls enjoy swimming in the pool.
Invalidate	A man is jumping over a water fountain.	he slipped and fell into the water
Support	A man is jumping over a water fountain.	He leaps onto a natural flow of ground aqua.
Neutral	A man is jumping over a water fountain.	he is having a good time chasing his friends
Invalidate	A basketball player in black jumps, while another in white attempts to block.	They are going to reach home
Support	A basketball player in black jumps, while another in white attempts to block.	Both the contestants are struggling to get more points to win the competition
Neutral	A basketball player in black jumps, while another in white attempts to block.	A ball based sports help to become strong in physically and mentally
Invalidate	A man in a small bathing suit standing on a stool at a tourist location	All of the people have gone home for the night.
Support	A man in a small bathing suit standing on a stool at a tourist location	He prepares to swan dive into the swimming pool.
Neutral	A man in a small bathing suit standing on a stool at a tourist location	Vacation spots with water parks are the most popular.
Invalidate	A group of eight cheerleaders in a playground cheering.	The group gets some food at a restaurant.
Support	A group of eight cheerleaders in a playground cheering.	The group yells as loud as they can.
Neutral	A group of eight cheerleaders in a playground cheering.	Most cheerleaders are pretty girls.
Invalidate	A woman in a white apron balances a basket on her head.	The woman eats at a restaurant.
Support	A woman in a white apron balances a basket on her head.	The woman tries to make sure the basket doesn't fall.
Neutral	A woman in a white apron balances a basket on her head.	Most women don't have to balance things on their heads.
Invalidate	The girl is wearing a white shirt and red pants, and jumps through water.	the girl is watching TV.
Support	The girl is wearing a white shirt and red pants, and jumps through water.	The puddle gets the girl's red pants wet.
Neutral	The girl is wearing a white shirt and red pants, and jumps through water.	It has rained today.
Invalidate	two dogs playing with a ball.	Two dogs eating to food.
Support	two dogs playing with a ball.	Both the dogs are playing a ball
Neutral	two dogs playing with a ball.	Two dogs are swimming at the pool
Invalidate	Two and four footed neighbors stop by to visit.	They leave.
Support	Two and four footed neighbors stop by to visit.	The bark and greet us accordingly.
Neutral	Two and four footed neighbors stop by to visit.	Easy to see why dogs are man's best friend.
Invalidate	A woman with headphones holding a pen and paper while her feet are propped up on fence.	the woman is late for work and running off
Support	A woman with headphones holding a pen and paper while her feet are propped up on fence.	it is a sunny day. This is a good spot for her to draw.
Neutral	A woman with headphones holding a pen and paper while her feet are propped up on fence.	a man passed by and asked her what she was drawing
Invalidate	A female works out near the ocean side.	The female takes a shower to clean up.
Support	A female works out near the ocean side.	She does several different exercises during her workout.
Neutral	A female works out near the ocean side.	Working out by the ocean can be calming.
Invalidate	Four females, one of which is a child wearing a mask in a pink shirt.	The four females including the child are preparing for bed.
Support	Four females, one of which is a child wearing a mask in a pink shirt.	The four females are walking into the grocery store wearing their masks.
Neutral	Four females, one of which is a child wearing a mask in a pink shirt.	Kids who wear masks while amongst other people are likely to stay safe from Covid.
Invalidate	A guy and a girl are rock climbing with backpacks on.	The two people have dinner together.
Support	A guy and a girl are rock climbing with backpacks on.	The backpacks are heavy and make the two people tired.
Neutral	A guy and a girl are rock climbing with backpacks on.	Rock climbing is a good form of exercise.
Invalidate	Girl is waiting for the ball to come down as she plays tennis.	the girl missed the ball and her trainer was very pissed
Support	Girl is waiting for the ball to come down as she plays tennis.	she is training for the tournament of the weekend
Neutral	Girl is waiting for the ball to come down as she plays tennis.	the trainer have another girl training after her
Invalidate	A girl sits in a grocery cart next to a loaf of bread.	The mother loads the gorceries into their car.
Support	A girl sits in a grocery cart next to a loaf of bread.	The girl happily waves at the shoppers with bread passing by.
Neutral	A girl sits in a grocery cart next to a loaf of bread.	Many families go grocery shopping once a week or more.
Invalidate	A rock climber climbs.	The man is taking a nap
Support	A rock climber climbs.	He is using a whole bunch of equipments
Neutral	A rock climber climbs.	Climbing mountains is a dangerous activity
Invalidate	A guy is reading a newspaper.	he has to go to work and leave the cafe
Support	A guy is reading a newspaper.	the man stopped at the cafe to have breakfast
Neutral	A guy is reading a newspaper.	the people in the cafe was there for the best beagles in town
Invalidate	a white dog running down a path with a long stick in his mouth	The white dog takes a nap after his morning run.
Support	a white dog running down a path with a long stick in his mouth	The white dog is excited to show his owner the stick.
Neutral	a white dog running down a path with a long stick in his mouth	Some dogs have an innate ability to retreive things.
Invalidate	Two dogs waiting for their owners to finish shopping.	The shoppers are walking down the street
Support	Two dogs waiting for their owners to finish shopping.	The dogs cannot enter the stores unfortunately
Neutral	Two dogs waiting for their owners to finish shopping.	Cats are different to dogs
Invalidate	A tan dog with a red collar runs with a yellow toy in its mouth.	The man's pet sleeps peacefully in its bed.
Support	A tan dog with a red collar runs with a yellow toy in its mouth.	The toy belongs to the baby of the family
Neutral	A tan dog with a red collar runs with a yellow toy in its mouth.	Pets enjoy playing with toys.
Invalidate	Woman in a gray coat walks across street with a wheeled wicker basket.	A women has just entered a shop with a basked full of pots.
Support	Woman in a gray coat walks across street with a wheeled wicker basket.	A woman faces great difficulty in pushing her wheeled basket up the street.
Neutral	Woman in a gray coat walks across street with a wheeled wicker basket.	A lot of women appreciate wicker baskets for their aesthetics.
Invalidate	Two dogs fight on the grass.	the dog is cuddled up sleeping with the baby.
Support	Two dogs fight on the grass.	the dogs are fighting over their toy again.
Neutral	Two dogs fight on the grass.	both the dogs love their toys so much.
Invalidate	A foreign lady is driving a truck and she looks pretty happy.	The lady gets some food at a restaurant.
Support	A foreign lady is driving a truck and she looks pretty happy.	The lady makes sure she is driving safely.
Neutral	A foreign lady is driving a truck and she looks pretty happy.	Most people enjoy driving a vehicle.
Invalidate	A door in a tall concrete wall	that room is always closed because the door is broken
Support	A door in a tall concrete wall	that door is of a very big church
Neutral	A door in a tall concrete wall	Castles usually have heavy doors and tall solid walls.
Invalidate	Three skateboarders in helmets round a bend in the road wearing bodysuits.	They flew down the straight hill at high speeds
Support	Three skateboarders in helmets round a bend in the road wearing bodysuits.	The large padded suits are protective in case of a crash
Neutral	Three skateboarders in helmets round a bend in the road wearing bodysuits.	The neighborhood street is quiet as the sun was setting
Invalidate	Man with orange hard hat, driving a construction vehicle and waving.	He is going to have lunch
Support	Man with orange hard hat, driving a construction vehicle and waving.	He faces a lot of difficulties today as to continue with the building related works despite bad weather
Neutral	Man with orange hard hat, driving a construction vehicle and waving.	We should be very careful when working at the structural development site
Invalidate	One man is walking across a desert right into an approaching storm.	The man gets some food at a restaurant.
Support	One man is walking across a desert right into an approaching storm.	The man strides as quickly as he can.
Neutral	One man is walking across a desert right into an approaching storm.	Most people don't like being caught in storms.
Invalidate	A man wearing a blue shirt operates a cash machine in a room with a picture of Fidel Castro hanging on the wall.	He is going to have lunch
Support	A man wearing a blue shirt operates a cash machine in a room with a picture of Fidel Castro hanging on the wall.	He works with an electronic money related equipment in an area and a photograph of a famous person is situated on the fence.
Neutral	A man wearing a blue shirt operates a cash machine in a room with a picture of Fidel Castro hanging on the wall.	Electronic money related equipment will be useful in dispersing and collecting the money.
Invalidate	A girl in black runs a race.	All of the athletes have left for the day.
Support	A girl in black runs a race.	She sprints into first place as the crowd goes wild.
Neutral	A girl in black runs a race.	Running is a terrific for of exercise.
Invalidate	A dog leaps over a bar on an obstacle course	The dog's owner rewards it with a treat before taking it home.
Support	A dog leaps over a bar on an obstacle course	The dog flawlessly jumps through a hoop.
Neutral	A dog leaps over a bar on an obstacle course	Dog shows are entertaining to watch.
Invalidate	A man in a hockey uniform covered in advertisements guiding a puck down the rink.	The man is holding up the winners' cup as the crowd goes wild.
Support	A man in a hockey uniform covered in advertisements guiding a puck down the rink.	He can feel the adrenaline rushing through his veins as he dodges the opponents and approaches the goal.
Neutral	A man in a hockey uniform covered in advertisements guiding a puck down the rink.	Ice hockey is a very popular game but uniforms and protective equipment are necessary.
Invalidate	People clap as a well dressed man and woman walk through a room holding hands.	The room is silent as the well dressed child walks in the room
Support	People clap as a well dressed man and woman walk through a room holding hands.	The couple is a celebrity boyfriend and girlfriend
Neutral	People clap as a well dressed man and woman walk through a room holding hands.	The event is an awards ceremony
Invalidate	A man is walking off of a field.	A man is reaching his home.
Support	A man is walking off of a field.	It seems difficult to walk on the field.
Neutral	A man is walking off of a field.	Thses days people are interested in walking.
Invalidate	A girl in a bikini in climbing rocks.	The girl gets some food at a restaurant.
Support	A girl in a bikini in climbing rocks.	The girl scales the rock quickly.
Neutral	A girl in a bikini in climbing rocks.	Most people see rock climbing as a form of exercise.
Invalidate	A girl jumping from a diving board into a pool	the girl is called by her parents becaise she has to go home
Support	A girl jumping from a diving board into a pool	she is having a diving practice with her teacher
Neutral	A girl jumping from a diving board into a pool	many people go to the pool that day
Invalidate	A person wearing a wetsuit is surfing on a white surfboard.	A person is going to his home.
Support	A person wearing a wetsuit is surfing on a white surfboard.	It seems difficult to surf on wave.
Neutral	A person wearing a wetsuit is surfing on a white surfboard.	These days
Invalidate	A girl tossing a hula hoop into the air in her yard.	The girl eats some food in her kitchen.
Support	A girl tossing a hula hoop into the air in her yard.	The girl throws it as high as she can.
Neutral	A girl tossing a hula hoop into the air in her yard.	Most girls like playing with a hula hoop.
Invalidate	A hockey goalie and two other players are in front of the goal, with the puck in the foreground.	The team is celebrating their miraculous win
Support	A hockey goalie and two other players are in front of the goal, with the puck in the foreground.	The crowd is applauding the players as they play their game
Neutral	A hockey goalie and two other players are in front of the goal, with the puck in the foreground.	Sports are a great way to unite a community
Invalidate	A woman in a park stands with her arm up in the air.	The woman is running through the park.
Support	A woman in a park stands with her arm up in the air.	The woman is stretching her arms before the run.
Neutral	A woman in a park stands with her arm up in the air.	The woman is satisfied with the weather in the park.
Invalidate	Men fishing on a village pier near downtown.	The men go to a restaurant to get some food.
Support	Men fishing on a village pier near downtown.	The men try to catch several fish.
Neutral	Men fishing on a village pier near downtown.	Most people enjoy fishing as a hobby.
Invalidate	A young inline skater takes a spin in the skate park.	The skater gets some food at the snack bar.
Support	A young inline skater takes a spin in the skate park.	The skater twirls as quickly as possible.
Neutral	A young inline skater takes a spin in the skate park.	Most people view skating as a form of exercise.
Invalidate	There is a little boy with a black and white striped shirt sitting outside.	The boy is going to bed
Support	There is a little boy with a black and white striped shirt sitting outside.	He is observing the people on the road
Neutral	There is a little boy with a black and white striped shirt sitting outside.	Sometime watching others' activites will bring freshness in our mind
Invalidate	Two boys doing bike tricks off wooden ramps.	one of the boy's bike broke down and the boy fell on the ground
Support	Two boys doing bike tricks off wooden ramps.	the boys are trainig for the x games
Neutral	Two boys doing bike tricks off wooden ramps.	the sun is still hot but allows people to stay outiside
Invalidate	Man rides a bike past an old baseball field	Man riding on the road side
Support	Man rides a bike past an old baseball field	This is very interesting to a man
Neutral	Man rides a bike past an old baseball field	He is going to his friend's house.
Invalidate	Group of blue shirted people.	Half the people changed their shirt to red.
Support	Group of blue shirted people.	Everyone is wearing a blue shirt for the reunion.
Neutral	Group of blue shirted people.	People often wear the same color shirts for different causes.
Invalidate	Three men in a living room having a discussion.	They are arranging dinner on table
Support	Three men in a living room having a discussion.	They are having valuable points coming up
Neutral	Three men in a living room having a discussion.	Men are equally good at gossiping
Invalidate	A man with a gray hat painting a scene of people in the park.	The park is deserted because it is raining heavily.
Support	A man with a gray hat painting a scene of people in the park.	A crowd is gathering behind the artist to watch him paing.
Neutral	A man with a gray hat painting a scene of people in the park.	Park artists are very talented and attract a lot of attention from the public.
Invalidate	Men play soccer on a muddy field.	Men are coming to their houses from a field.
Support	Men play soccer on a muddy field.	Men enjoy so much playing football.
Neutral	Men play soccer on a muddy field.	Soccer is fashionable game among men.
Invalidate	Two women, one blond and one brunette, talking.	The room is empty and silent.
Support	Two women, one blond and one brunette, talking.	They laugh and chatt as they catch up on one another's lives.
Neutral	Two women, one blond and one brunette, talking.	Hanging out with friends can be a great stress reliever.
Invalidate	A girl is screaming as she comes off the water slide.	The girl is asking her father whether she can go for another around in water slide.
Support	A girl is screaming as she comes off the water slide.	The girl is enjoying the adventure game
Neutral	A girl is screaming as she comes off the water slide.	some people are so nerves in amusement park
Invalidate	An oddly dressed black-haired young woman possess for a picture along a bike path.	She loads the bike onto her car and drives home.
Support	An oddly dressed black-haired young woman possess for a picture along a bike path.	She brushes her hair in anticipation of a good shot.
Neutral	An oddly dressed black-haired young woman possess for a picture along a bike path.	The scenery on the trail has always caused admiration in the trail patrons.
Invalidate	A brown and white dog lays down in a grassy field.	The dog runs across the yard.
Support	A brown and white dog lays down in a grassy field.	The dog is watching a bird nearby.
Neutral	A brown and white dog lays down in a grassy field.	The sun sinks slowly below the horizon.
Invalidate	Man standing with a chainsaw, looking down at the work he is about to do.	the man has a broke arm.
Support	Man standing with a chainsaw, looking down at the work he is about to do.	he's ready to finish up so he can go home for the day.
Neutral	Man standing with a chainsaw, looking down at the work he is about to do.	after years of experience he's ready to tackle this project.
Invalidate	A guy and girl waling with their instruments and speakers.	They are having some drink at a local pub.
Support	A guy and girl waling with their instruments and speakers.	They are getting prepared for the duet singing at the restaurant.
Neutral	A guy and girl waling with their instruments and speakers.	Do you think men are better in technical stuff than women?
Invalidate	A person with brown hair, wearing a silver ring, black bracelet, black watch, sunglasses, and a denim jacket, is running their hand through their hair.	He met with an accident and people took him to nearby hospital.
Support	A person with brown hair, wearing a silver ring, black bracelet, black watch, sunglasses, and a denim jacket, is running their hand through their hair.	There is a handsome man on street running like a superstar.
